AUTHOR_KEY,AUTHOR_NAME,AUTHOR_AUX,AUTHOR_BIBTEX,AUTHOR_ORCID
books/daglib/0003171,Ulrich Werner,,,
books/daglib/0040633,Mike A. Steel,,,
books/daglib/0021791,Derrick Story,,,
books/daglib/0025184,Stoyan Stefanov,,,
books/daglib/0082650,Richard Raucci,,,
books/daglib/0088959,Utpal Banerjee,,,
books/daglib/0041217,Peter Seibold,,,
books/daglib/0068012,Wilhelm Gehrke,,,
books/daglib/0084623,Dorothy Kent,,,
books/daglib/0018092,Yau-Tsun Steven Li,,,
books/daglib/0018092,Sharad Malik,,,
books/daglib/0022225,Julia Lerman,,,
books/daglib/0008078,Stephen Spainhour,,,
books/daglib/0008078,Valerie Quercia,,,
books/daglib/0067921,Peter Burger,,,
books/daglib/0067921,Duncan Gillies,,,
books/daglib/0012317,Soumen Chakrabarti,,,
books/daglib/0028718,Jesse Freeman,,,
books/daglib/0080543,Victor Eijkhout,,,
books/daglib/0078889,Ian Ashdown,,,
books/daglib/0034575,Bryan Parno,,,
books/daglib/0028796,Uwe Schöning,,,
books/daglib/0028796,Jacobo Torán,,,
books/daglib/0001345,Helmuth Späth,,,
books/daglib/0077390,Peter Aitken,,,
books/daglib/0016326,Dieter Gollmann,,,
books/daglib/0071533,Peter Giblin,,,
books/daglib/0084723,Roger Hipperson,,,
books/daglib/0070193,David A. Duffy,,,
books/daglib/0068136,Reinhard Krickhahn,,,
books/daglib/0068136,Bernd Radig,,,
books/daglib/0041078,Stefan Napel,,,
books/daglib/0001554,Dogan Kesdogan,,,
books/daglib/0080648,Brian W. Kernighan,,,
books/daglib/0080648,P. J. Plauger,,,
books/daglib/0073304,Klaus Neumann 0001,,,
books/daglib/0073304,Martin Morlock,,,
books/daglib/0005469,Christer Carlsson,,,
books/daglib/0005469,Robert Fullér,,,
books/daglib/0096975,Jan Pukite,,,
books/daglib/0096975,Paul Pukite,,,
books/daglib/0079418,Peter G. Neumann,,,
books/daglib/0085369,Michael Limburg,,,
books/daglib/0098207,Michael Moncur,,,
books/daglib/0068780,Harvey M. Deitel,,,
books/daglib/0068780,Paul J. Deitel,,,
books/daglib/0066946,David E. Wilkins,,,
books/daglib/0028975,David Parsons,,,0000-0002-9815-036X
books/daglib/0022847,Jesper Larsson Träff,,,
books/daglib/0080729,R. Kent Nagle,,,
books/daglib/0080729,Edward B. Saff,,,
books/daglib/0091597,Oliver Grillmeyer,,,
books/daglib/0023491,Mark Lutz,,,
books/daglib/0008920,Marnie L. Hutcheson,,,
books/daglib/0007666,Stefan Strobel,,,
books/daglib/0089728,Otto Rauh,,,
books/daglib/0089728,Eberhard Stickel,,,
books/daglib/0094892,Claudia Linnhoff-Popien,,,
books/daglib/0066935,John L. Pollock,,,
books/daglib/0093538,Soenke Ziesche,,,
books/daglib/0001814,Gerhard X. Ritter,,,
books/daglib/0001814,Joseph N. Wilson,,,
books/daglib/0014553,Thomas Baignères,,,
books/daglib/0014553,Pascal Junod,,,
books/daglib/0014553,Yi Lu 0002,,,
books/daglib/0014553,Jean Monnerat,,,
books/daglib/0014553,Serge Vaudenay,,,
books/daglib/0067816,Karl-Heinz Saurwein,,,
books/daglib/0067816,Thomas Hönekopp,,,
books/daglib/0033266,Gunter Saake,,,
books/daglib/0033266,Kai-Uwe Sattler,,,
books/daglib/0033266,Andreas Heuer,,,
books/daglib/0095959,Heinz Kredel,,,
books/daglib/0095959,Akitoshi Yoshida,,,
books/daglib/0086763,Bernhard Tritsch,,,
books/daglib/0007318,Alexander Roßnagel,,,
books/daglib/0007318,Andreas Pfitzmann,,,
books/daglib/0007318,Hans-Jürgen Garstka,,,
books/daglib/0033302,Christian Biemann,,,
books/daglib/0007180,James Duncan Davidson,,,
books/daglib/0018814,Markus Grimmer,,,
books/daglib/0022079,Ulrich Nehmzow,,,
books/daglib/0066807,Stephen C. Dewhurst,,,
books/daglib/0066807,Kathy Stark,,,
books/daglib/0023851,John I. Jerkovic,,,
books/daglib/0028066,Israel M. Gelfand,,,
books/daglib/0028066,Alexander Shen,,,
books/daglib/0019790,Anthony T. Holdener,,,
books/daglib/0020608,Gerhard Völkl,,,
books/daglib/0015655,Gurpreet Dhillon,,,
books/daglib/0033652,Ryan O'Donnell,,,
books/daglib/0087323,Erich Ortner,,,
books/daglib/0016045,Christopher Creutzig,,,
books/daglib/0016045,Walter Oevel,,,
books/daglib/0073732,Richard M. Murray,,,
books/daglib/0073732,Zexiang Li,,,
books/daglib/0073732,Shankar Sastry,,,
books/daglib/0067955,Helmut Kopka,,,
books/daglib/0035277,Wolfgang Spohn,,,
books/daglib/0071041,Mark Allen Weiss,,,
books/daglib/0068973,Ronald H. Perrott,,,
books/daglib/0072423,Lauren Ruth Wiener,,,
books/daglib/0079990,Laurent Alonso,,,
books/daglib/0079990,René Schott,,,
books/daglib/0013997,Evan Lenz,,,
books/daglib/0029211,Elena Montiel-Ponsoda,,,
books/daglib/0067372,Wolfgang Appelt,,,
books/daglib/0016243,Andrew Adamatzky,,,
books/daglib/0008148,Alex Martelli,,,
books/daglib/0017430,Georges-Henri Cottet,,,
books/daglib/0017430,Petros Koumoutsakos,,,
books/daglib/0079738,Ulrich Schwardmann,,,
books/daglib/0076957,Helmut Herold,,,
books/daglib/0076957,Manfred Meyer,,,
books/daglib/0079341,Stephen L. Talbott,,,
books/daglib/0000047,Jerry Bradenbaugh,,,
books/daglib/0067101,Alan M. Davis,,,
books/daglib/0021725,Andreas Griewank,,,0000-0001-9839-1473
books/daglib/0021725,Andrea Walther,,,
books/daglib/0007671,Heinz-Dietrich Wuttke,,,
books/daglib/0007671,Karsten Henke,,,
books/daglib/0079711,Anton Hald,,,
books/daglib/0079711,Wolf Nevermann,,,
books/daglib/0068050,Ralf Hinze,,,
books/daglib/0077405,Ron Person,,,
books/daglib/0077405,Karen Rose,,,
books/daglib/0088237,Stefan Klingenbeck,,,
books/daglib/0015688,Donald K. Burleson,,,
books/daglib/0033237,Chrissoleon T. Papadopoulos,,,
books/daglib/0033237,Michael E. J. O'Kelly,,,
books/daglib/0033237,Michael I. Vidalis,,,
books/daglib/0033237,Diomidis Spinellis,,,
books/daglib/0016432,Ian Gorton,,,
books/daglib/0081117,Colin Haynes,,,
books/daglib/0012448,Kathy Ivens,,,
books/daglib/0078657,Philip D. Wasserman,,,
books/daglib/0067074,Kenneth A. Ross,,,
books/daglib/0067074,Charles R. B. Wright,,,
books/daglib/0086674,Klaus Tochtermann,,,
books/daglib/0093709,David Pogue,,,
books/daglib/0077275,Larry R. Medsker,,,
books/daglib/0077275,Jay Liebowitz,,,
books/daglib/0087652,Michael R. Williams,,,
books/daglib/0068793,T. L. Freeman,,,
books/daglib/0068793,Chris Phillips,,,
books/daglib/0014408,Sanjay Jha,,,
books/daglib/0014408,Mahbub Hassan,,,
books/daglib/0038034,Sebastian von Mammen,,,
books/daglib/0096939,Dieter Zöbel,,,
books/daglib/0096939,Elisabeth Balcerak,,,
books/daglib/0095038,Uwe Hohenstein,,,
books/daglib/0095038,Volkmar Pleßer,,,
books/daglib/0030859,João Gama,,,
books/daglib/0020731,Christophe Bobda,,,
books/daglib/0066955,Éric Grégoire,,,
books/daglib/0069851,Pál Révész,,,
books/daglib/0096867,Frank R. Lehmann,,,
books/daglib/0098526,Carlo Ghezzi,,,
books/daglib/0098526,Mehdi Jazayeri,,,
books/daglib/0002265,Frank Puscher,,,
books/daglib/0023639,John A. Vince,,,
books/daglib/0068862,Colin I'Anson,,,
books/daglib/0068862,Adrian R. Pell,,,
books/daglib/0022550,Pedram Azad,,,
books/daglib/0022550,Tilo Gockel,,,
books/daglib/0022550,Rüdiger Dillmann,,,
books/daglib/0017852,Christopher Kunz,,,
books/daglib/0017852,Stefan Esser,,,
books/daglib/0017852,Peter Prochaska,,,
books/daglib/0082096,Richard E. Crandall,,,
books/daglib/0067303,Ulrich Frank,,,
books/daglib/0067303,Juliane Kronen,,,
books/daglib/0008152,Thom W. Frühwirth,,,
books/daglib/0008152,Slim Abdennadher,,,
books/daglib/0030287,Peter Christen,,,
books/daglib/0014456,Bruce A. Tate,,,
books/daglib/0098262,Slim Abdennadher,,,
books/daglib/0083549,Brian Marick,,,
books/daglib/0072419,Mark G. Sobell,,,
books/daglib/0090129,Tom Stonier,,,
books/daglib/0033431,Marçal Rusiñol,,,0000-0002-1734-2205
books/daglib/0033431,Josep Lladós,,,
books/daglib/0074453,Stefan Strobel,,,
books/daglib/0074453,Thomas Uhl,,,
books/daglib/0009425,Shelley Powers,,,
books/daglib/0077879,Larry J. Crockett,,,
books/daglib/0072430,William I. Salmon,,,
books/daglib/0071704,Reiner R. Dumke,,,
books/daglib/0078672,Marshall MacLuhan,,,
books/daglib/0018436,Wolfgang Johannsen,,,
books/daglib/0018436,Matthias Goeken,,,
books/daglib/0098590,Klaus Palme,,,
books/daglib/0016552,Stephan Lamprecht,,,
books/daglib/0020262,Ross J. Anderson,,,
books/daglib/0070739,Jonathan Price,,,
books/daglib/0070739,Henry Korman,,,
books/daglib/0097713,Craig Zacker,,,
books/daglib/0020599,Dean Allemang,,,
books/daglib/0020599,James A. Hendler,,,
books/daglib/0029574,Allen B. Downey,,,
books/daglib/0085516,Steven Feuerstein,,,
books/daglib/0025726,David Flanagan,,,
books/daglib/0012692,Yukiho Fujisawa,,,
books/daglib/0067330,Paul Bratley,,,
books/daglib/0067330,Bennett L. Fox,,,
books/daglib/0067330,Linus Schrage,,,
books/daglib/0025722,Jenifer Tidwell,,,
books/daglib/0037819,Robert Sedgewick,,,
books/daglib/0037819,Kevin Wayne,,,
books/daglib/0072169,Walter J. Karplus,,,
books/daglib/0072169,Walter W. Soroka,,,
books/daglib/0087724,John Zukowski,,,
books/daglib/0085584,Leszek Plaskota,,,
books/daglib/0015259,Eduardo Bayro-Corrochano,,,
books/daglib/0030116,John Cowley,,,
books/daglib/0085150,Thomas Merz,,,
books/daglib/0011416,Bruce Schneier,,,
books/daglib/0012447,Roderick W. Smith,,,
books/daglib/0029210,Dimitra Anastasiou,,,
books/daglib/0036097,Ulrich Kohlenbach,,,
books/daglib/0069798,Richard M. Friedhoff,,,
books/daglib/0069798,William Benzon,,,
books/daglib/0034520,Tamara Munzner,,,
books/daglib/0000573,Christian Drewniok,,,
books/daglib/0067076,Andrew Vince,,,
books/daglib/0067076,Clare A. Morris,,,
books/daglib/0005061,Eric M. Burke,,,
books/daglib/0067634,Ingo Janiszczak,,,
books/daglib/0067634,Reinhard Knörr,,,
books/daglib/0067634,Gerhard O. Michler,,,
books/daglib/0068947,Tom Richards,,,
books/daglib/0022571,Jan A. P. Hoogervorst,,,
books/daglib/0030210,Göktürk Üçoluk,,,
books/daglib/0030210,Sinan Kalkan,,,
books/daglib/0020539,Robert Laurini,,,
books/daglib/0019002,Douglas N. Walton,,,
books/daglib/0027734,Jonathan Alexander,,,
books/daglib/0066906,Miles Murdocca,,,
books/daglib/0008358,Walter Glenn,,,
books/daglib/0071298,Eberhard Malkowsky,,,
books/daglib/0071298,Wolfgang Nickel,,,
books/daglib/0031504,Georg Rehm,,,
books/daglib/0031504,Hans Uszkoreit,,,
books/daglib/0015818,Gottfried Vossen,,,
books/daglib/0015818,Kurt-Ulrich Witt,,,
books/daglib/0001118,Ray Lischner,,,
books/daglib/0030753,William H. Sandholm,,,
books/daglib/0011233,Ian F. Darwin,,,
books/daglib/0083552,Kunio Murasugi,,,
books/daglib/0006463,Edmund K. Burke,,,
books/daglib/0006463,Eric Foxley,,,
books/daglib/0009544,Peter Y. A. Ryan,,,
books/daglib/0009544,Steve A. Schneider,,,
books/daglib/0098579,Paul M. Chirlian,,,
books/daglib/0004289,Jeffrey Dean,,,
books/daglib/0024787,Casey Reas,,,
books/daglib/0024787,Ben Fry,,,
books/daglib/0067100,Carlo Ghezzi,,,
books/daglib/0067100,Mehdi Jazayeri,,,
books/daglib/0067100,Dino Mandrioli,,,
books/daglib/0077553,Gerhard Wunsch,,,
books/daglib/0077553,Helmut Schreiber,,,
books/daglib/0019905,Grady Booch,,,
books/daglib/0019905,Robert A. Maksimchuk,,,
books/daglib/0019905,Michael W. Engle,,,
books/daglib/0019905,Bobbi J. Young,,,
books/daglib/0019905,Jim Conallen,,,
books/daglib/0068930,Tom Gilb,,,
books/daglib/0090267,William F. Clocksin,,,
books/daglib/0087660,Babak Sadr,,,
books/daglib/0000004,Leonor Barroca,,,
books/daglib/0000004,Jon G. Hall,,,
books/daglib/0000004,Patrick Hall,,,
books/daglib/0067182,Michael E. Mortenson,,,
books/daglib/0078661,Jeffrey D. Smith,,,
books/daglib/0003163,Franz Lehner,,,
books/daglib/0023158,Hadley Wickham,,,
books/daglib/0016548,Michael Mahemoff,,,
books/daglib/0023690,Mordechai Ben-Ari,,,
books/daglib/0031865,Robert Spence,,,
books/daglib/0031865,Mark Witkowski,,,
books/daglib/0003578,Gerhard Helming,,,
books/daglib/0016380,Reinhard Merz,,,
books/daglib/0016380,Erich Baier,,,
books/daglib/0067861,Leon Sterling,,,
books/daglib/0067861,Ehud Y. Shapiro,,,
books/daglib/0020454,Eib Eibelshäuser,,,
books/daglib/0028406,Ron Roche,,,
books/daglib/0069360,Matthias von Bechtolsheim,,,
books/daglib/0002921,Dorothy E. Denning,,,
books/daglib/0027475,Vittorio Cortellessa,,,
books/daglib/0027475,Antinisca Di Marco,,,
books/daglib/0027475,Paola Inverardi,,,
books/daglib/0019029,Guido Schryen,,,
books/daglib/0027834,Roland Hausser,,,
books/daglib/0029096,Angela Byron,,,
books/daglib/0029096,Addison Berry,,,
books/daglib/0029096,Bruno De Bondt,,,
books/daglib/0070544,Thomas Sudkamp,,,
books/daglib/0023111,Jan Dünnweber,,,
books/daglib/0023111,Sergei Gorlatch,,,
books/daglib/0094431,Steven Roman,,,
books/daglib/0070266,I. R. Goodman,,,
books/daglib/0070266,Hung T. Nguyen 0002,,,
books/daglib/0070266,Elbert A. Walker,,,
books/daglib/0081113,John M. Wood,,,
books/daglib/0067151,Malcolm R. Haskard,,,
books/daglib/0067151,Ian C. May,,,
books/daglib/0014576,Randy Howard Katz,,,
books/daglib/0014576,Gaetano Borriello,,,
books/daglib/0098403,Ellen Siever,,,
books/daglib/0098403,Stephen Spainhour,,,
books/daglib/0098403,Nathan Patwardhan,,,
books/daglib/0017280,Amy Nicole Langville,,,
books/daglib/0017280,Carl Dean Meyer,,,
books/daglib/0016119,Wilhelm Mons,,,
books/daglib/0016119,Horst Zuse,,,
books/daglib/0016119,Roland Vollmar,,,
books/daglib/0003512,Ben Albahari,,,
books/daglib/0003512,Peter Drayton,,,
books/daglib/0003512,Brad Merrill,,,
books/daglib/0029046,Krishnendu Chakrabarty,,,
books/daglib/0029046,Vikram Iyengar,,,
books/daglib/0029046,Anshuman Chandra,,,
books/daglib/0068837,Peter Henderson,,,
books/daglib/0030613,Muhammad Shafique,,,
books/daglib/0030613,Jörg Henkel,,,
books/daglib/0028912,Jens Kappauf,,,
books/daglib/0028912,Bernd Lauterbach,,,
books/daglib/0028912,Matthias Koch,,,
books/daglib/0076706,C. J. Date,,,
books/daglib/0030280,Kate Eyler-Werve,,,
books/daglib/0030280,Virginia Carlson,,,
books/daglib/0091787,Georg Erwin Thaller,,,
books/daglib/0018417,John A. Vince,,,
books/daglib/0078472,Bindu Rama Rao,,,
books/daglib/0072438,Zohar Manna,,,
books/daglib/0072438,Richard J. Waldinger,,,
books/daglib/0032809,Darren Quick,,,
books/daglib/0032809,Ben Martini,,,
books/daglib/0032809,Kim-Kwang Raymond Choo,,,
books/daglib/0068110,Brian W. Kernighan,,,
books/daglib/0068110,Rob Pike,,,
books/daglib/0009416,Thuan L. Thai,,,
books/daglib/0009416,Hoang Q. Lam,,,
books/daglib/0067728,Wolfgang Nebel,,,
books/daglib/0031855,Rudolf Kruse,,,
books/daglib/0031855,Christian Borgelt,,,
books/daglib/0031855,Frank Klawonn,,,
books/daglib/0031855,Christian Moewes,,,
books/daglib/0031855,Matthias Steinbrecher,,,
books/daglib/0031855,Pascal Held,,,
books/daglib/0003334,Donald Keith Burleson,,,
books/daglib/0000932,John Lund,,,
books/daglib/0000932,Kenneth L. Bowers,,,
books/daglib/0070464,David S. Touretzky,,,
books/daglib/0017736,H. Peyton Young,,,
books/daglib/0037569,Tatjana Scheffler,,,
books/daglib/0073497,Robert Gibbons,,,
books/daglib/0014412,Ralph Young,,,
books/daglib/0096486,Neil Rhodes,,,
books/daglib/0096486,Julie MacKeehan,,,
books/daglib/0010689,Ken Getz,,,
books/daglib/0010689,Paul Litwin,,,
books/daglib/0010689,Andy Baron,,,
books/daglib/0067062,John Malpas,,,
books/daglib/0021261,Johannes Jahn,,,
books/daglib/0009199,Kay Schulz,,,
books/daglib/0084693,Sara Baase,,,
books/daglib/0067180,David Vernon,,,
books/daglib/0092150,Terry Quatrani,,,
books/daglib/0018310,Andreas Antoniou,,,
books/daglib/0018310,Wu-Sheng Lu,,,
books/daglib/0041069,Steven J. Brams,,,
books/daglib/0024074,Jotun Hein,,,
books/daglib/0024074,Mikkel H. Schierup,,,
books/daglib/0024074,Carsten Wiuf,,,
books/daglib/0020433,Jonathan Zdziarski,,,
books/daglib/0078111,Peter Marwedel,,,
books/daglib/0070325,Kurt Sundermeyer,,,
books/daglib/0020380,David A. Patterson,,,
books/daglib/0020380,John L. Hennessy,,,
books/daglib/0035156,R. Kent Nagle,,,
books/daglib/0035156,Edward B. Saff,,,
books/daglib/0035156,Arthur David Snider,,,
books/daglib/0024851,Rolf H. Weber,,,
books/daglib/0024851,Romana Weber,,,
books/daglib/0011412,Eric A. Meyer,,,
books/daglib/0067373,Michael A. Arbib,,,
books/daglib/0067373,Assaf J. Kfoury,,,
books/daglib/0067373,Robert N. Moll,,,
books/daglib/0016892,Vernon L. Smith,,,
books/daglib/0031386,Daren C. Brabham,,,
books/daglib/0077278,Geoff Lee,,,
books/daglib/0066965,Chandra Mohan,,,
books/daglib/0031958,James Pustejovsky,,,
books/daglib/0016397,William E. Perry,,,
books/daglib/0032127,Klaus Janschek,,,
books/daglib/0081891,Markus Hörhager,,,
books/daglib/0081891,Heinz Partoll,,,
books/daglib/0073767,Markus H. Gross,,,
books/daglib/0020595,Rolf Grütter,,,
books/daglib/0081939,Joseph Brent,,,
books/daglib/0086107,Wolfgang Everling,,,
books/daglib/0009517,J. D. Frazer,,,
books/daglib/0005132,Xuhua Xia,,,
books/daglib/0016247,Bernd Vowinkel,,,
books/daglib/0071662,John H. Hubbard,,,
books/daglib/0071662,Beverly H. West,,,
books/daglib/0084865,Alex Berson,,,
books/daglib/0070197,Branko Soucek,,,
books/daglib/0022840,Clay P. Breshears,,,
books/daglib/0074202,George Coulouris,,,
books/daglib/0074202,Jean Dollimore,,,
books/daglib/0074202,Tim Kindberg,,,
books/daglib/0018540,Marcel F. Neuts,,,
books/daglib/0020538,Markus Schneider 0001,,,
books/daglib/0010366,David Flanagan,,,
books/daglib/0082827,Zbigniew Michalewicz,,,
books/daglib/0090637,Brent B. Welch,,,
books/daglib/0070578,Marvin J. Greenberg,,,
books/daglib/0070578,John R. Harper,,,
books/daglib/0017352,Manuel Imaz,,,
books/daglib/0017352,David Benyon,,,
books/daglib/0088651,C. S. Krishnamoorthy,,,
books/daglib/0088651,S. Rajeev,,,
books/daglib/0084429,Jane Wood,,,
books/daglib/0084429,Denise Silver,,,
books/daglib/0007550,Leandro Nunes de Castro,,,
books/daglib/0007550,Jonathan Timmis,,,
books/daglib/0032635,Slawomir Stanczak,,,
books/daglib/0032635,Marcin Wiczanowski,,,
books/daglib/0032635,Holger Boche,,,
books/daglib/0039902,Justin Solomon,,,
books/daglib/0018771,Paul R. Halmos,,,
books/daglib/0031002,Paul Taylor,,,
books/daglib/0091728,John F. Douglas,,,
books/daglib/0091728,Janusz M. Gasiorek,,,
books/daglib/0091728,J. A. Swaffield,,,
books/daglib/0071322,Werner Burkhardt,,,
books/daglib/0012606,Max K. Agoston,,,
books/daglib/0013110,Arnold Robbins,,,
books/daglib/0098201,Clinton L. Jeffery,,,
books/daglib/0080094,Rob T. Udink,,,
books/daglib/0029213,Graeme Hirst,,,
books/daglib/0070338,Eike Hagen Riedemann,,,
books/daglib/0019065,Nikolaus Hansen,,,
books/daglib/0023166,Toby Segaran,,,
books/daglib/0023166,Colin Evans,,,
books/daglib/0023166,Jamie Taylor,,,
books/daglib/0031439,Stuart Anderson,,,
books/daglib/0031439,Massimo Felici,,,
books/daglib/0035426,Josef Málek,,,
books/daglib/0035426,Zdenek Strakos,,,
books/daglib/0031132,Max A. Bramer,,,
books/daglib/0078914,Branko Soucek,,,
books/daglib/0068883,Warren Hioki,,,
books/daglib/0032894,Klaus Höllig,,,
books/daglib/0032894,Jörg Hörner,,,
books/daglib/0019474,Ken Binmore,,,
books/daglib/0014449,Craig Hunt,,,
books/daglib/0014449,Roberta Bragg,,,
books/daglib/0092282,Russell Beale,,,
books/daglib/0092282,Janet Elizabeth Finlay,,,
books/daglib/0027881,Yingying Chen 0001,,,
books/daglib/0027881,Wenyuan Xu,,,
books/daglib/0027881,Wade Trappe,,,
books/daglib/0027881,Yanyong Zhang,,,
books/daglib/0012359,Preston Gralla,,,
books/daglib/0029845,Addy Osmani,,,
books/daglib/0033246,Wolfgang Maass 0002,,,0000-0003-4057-0924
books/daglib/0067824,Uwe Schöning,,,
books/daglib/0079467,Richard Raucci,,,
books/daglib/0027826,Nathan L. Clarke,,,
books/daglib/0089881,Sriram Srinivasan,,,
books/daglib/0074361,Gilles Brassard,,,
books/daglib/0074361,Paul Bratley,,,
books/daglib/0025724,Aaron Reed,,,
books/daglib/0085339,Donald Kossmann,,,
books/daglib/0076790,Edward P. K. Tsang,,,
books/daglib/0093550,James M. Lee,,,
books/daglib/0073241,Andreas Brandstädt,,,
books/daglib/0036870,Simone Teufel,,,
books/daglib/0067359,Mordechai Ben-Ari,,,
books/daglib/0087601,Kenneth Steiglitz,,,
books/daglib/0078907,Bran Selic,,,
books/daglib/0078907,Garth Gullekson,,,
books/daglib/0078907,Paul T. Ward,,,
books/daglib/0010364,Cyrus Peikari,,,
books/daglib/0010364,Anton Chuvakin,,,
books/daglib/0080536,David Angell,,,
books/daglib/0080536,Brent Heslop,,,
books/daglib/0003897,Lajos Hanzo,,,
books/daglib/0003897,Peter J. Cherriman,,,
books/daglib/0003897,Jürgen Streit,,,
books/daglib/0018461,Piet Van Mieghem,,,
books/daglib/0017674,Carlo Ghezzi,,,
books/daglib/0017674,Mehdi Jazayeri,,,
books/daglib/0070493,Kenmore S. Brathwaite,,,
books/daglib/0013530,Stephen H. Kaisler,,,
books/daglib/0036997,John F. Hughes,,,
books/daglib/0036997,Andries van Dam,,,
books/daglib/0036997,Morgan McGuire,,,
books/daglib/0036997,David F. Sklar,,,
books/daglib/0036997,James D. Foley,,,
books/daglib/0036997,Steven K. Feiner,,,
books/daglib/0036997,Kurt Akeley,,,
books/daglib/0086379,Andrew S. Tanenbaum,,,
books/daglib/0072158,Edmund C. Berkeley,,,
books/daglib/0072158,Lawrence Wainwright,,,
books/daglib/0025087,Sasu Tarkoma,,,
books/daglib/0071943,Peter R. Keller,,,
books/daglib/0071943,Marylin M. Keller,,,
books/daglib/0070734,Alan F. Dutka,,,
books/daglib/0070734,Howard H. Hanson,,,
books/daglib/0029091,David Flanagan,,,
books/daglib/0015684,Deke MacClelland,,,
books/daglib/0091893,Andre L. Fischer,,,
books/daglib/0091893,Hannes Marais,,,
books/daglib/0085131,Bradford Nichols,,,
books/daglib/0085131,Dick Buttlar,,,
books/daglib/0085131,Jacqueline Proulx Farrell,,,
books/daglib/0076179,Horst Langendörfer,,,
books/daglib/0076179,Bettina Schnor,,,
books/daglib/0008151,Weidong Kou,,,
books/daglib/0070198,Branko Soucek,,,
books/daglib/0095112,Norbert Blum,,,
books/daglib/0067389,Antoni Diller,,,
books/daglib/0015072,Andrew Sheppard,,,
books/daglib/0024635,Mahbub Hassan,,,
books/daglib/0024635,Mohammed Atiquzzaman,,,
books/daglib/0074892,Hendrik L. Muller,,,
books/daglib/0066771,Gottfried Staubach,,,
books/daglib/0019789,David Flanagan,,,
books/daglib/0019789,Yukihiro Matsumoto 0001,,,
books/daglib/0007558,Claude Girault,,,
books/daglib/0007558,Rüdiger Valk,,,
books/daglib/0041214,Maytiyanin Komkhao,,,
books/daglib/0067822,Jürgen M. Schneider,,,
books/daglib/0066858,David W. Murray,,,
books/daglib/0066858,Bernard F. Buxton,,,
books/daglib/0087599,Capers Jones,,,
books/daglib/0010362,Stephen Teilhet,,,
books/daglib/0010362,Jay Hilyard,,,
books/daglib/0071717,Klaus K. Obermeier,,,
books/daglib/0091726,Raghuveer M. Rao,,,
books/daglib/0091726,Ajit S. Bopardikar,,,
books/daglib/0067895,José L. Encarnação,,,
books/daglib/0067895,Rolf Lindner,,,
books/daglib/0067895,Ernst G. Schlechtendahl,,,
books/daglib/0068665,Georg Herzwurm,,,
books/daglib/0037559,Martin Hofmann 0001,,,
books/daglib/0037559,Martin Lange 0001,,,
books/daglib/0067324,Dirk Siefkes,,,
books/daglib/0096916,Ben Laurie,,,
books/daglib/0096916,Peter Laurie,,,
books/daglib/0034105,Kelly Goetsch,,,
books/daglib/0011559,Rick Greenwald,,,
books/daglib/0011559,Robert Stackowiak,,,
books/daglib/0011559,Donald Bales,,,
books/daglib/0077801,Roland Vollmar,,,
books/daglib/0077801,Thomas Worsch,,,
books/daglib/0068860,Marshall T. Rose,,,
books/daglib/0020530,Michael J. De Smith,,,
books/daglib/0020530,Michael F. Goodchild,,,
books/daglib/0020530,Paul A. Longley,,,
books/daglib/0082278,Manfred Hagen,,,
books/daglib/0082278,Liane Will,,,
books/daglib/0069103,Alan Gibbons,,,
books/daglib/0069103,Wojciech Rytter,,,
books/daglib/0079714,Peter Ochsenschläger,,,
books/daglib/0079714,Rainer Prinoth,,,
books/daglib/0010471,Marko Meyer,,,
books/daglib/0066772,Hubertus Dan,,,
books/daglib/0012787,Steve Bass,,,
books/daglib/0025738,Mourad Debbabi,,,
books/daglib/0025738,Fawzi Hassaïne,,,
books/daglib/0025738,Yosr Jarraya,,,
books/daglib/0025738,Andrei Soeanu,,,
books/daglib/0025738,Luay Alawneh,,,
books/daglib/0008700,Ray Lischner,,,
books/daglib/0076711,Kennet Karlsson,,,
books/daglib/0012928,Bernard Chazelle,,,
books/daglib/0067157,Kenneth J. Breeding,,,
books/daglib/0067920,Horst Bunke,,,
books/daglib/0030415,Kerstin Bauer,,,
books/daglib/0036091,Thomas Müller-Gronbach,,,
books/daglib/0036091,Erich Novak,,,
books/daglib/0036091,Klaus Ritter 0001,,,
books/daglib/0006229,Samuele Pedroni,,,
books/daglib/0006229,Noel Rappin,,,
books/daglib/0097014,Chris Okasaki,,,
books/daglib/0071923,Anil Nerode,,,
books/daglib/0071923,Richard A. Shore,,,
books/daglib/0067199,John L. Bell,,,
books/daglib/0067199,Moshé Machover,,,
books/daglib/0019901,Terry A. Halpin,,,
books/daglib/0019901,Tony Morgan,,,
books/daglib/0016807,Lucas Carlson,,,
books/daglib/0016807,Leonard Richardson,,,
books/daglib/0087722,Clinton Wong,,,
books/daglib/0018209,Michele Leroux Bustamante,,,
books/daglib/0024061,K. Mani Chandy,,,
books/daglib/0024061,W. Roy Schulte,,,
books/daglib/0083142,Linda A. Macaulay,,,
books/daglib/0068121,Herbert Kopp,,,
books/daglib/0000305,Donald Keith Burleson,,,
books/daglib/0081923,Charles Sanders Peirce,,,
books/daglib/0007494,Daoqi Yang,,,
books/daglib/0027907,Neil J. Gunther,,,
books/daglib/0067078,Vangalur S. Alagar,,,
books/daglib/0024551,Minghua Chen,,,
books/daglib/0001109,Jochen Seemann,,,
books/daglib/0001109,Jürgen Wolff von Gudenberg,,,
