AUTHOR_KEY,AUTHOR_NAME,AUTHOR_AUX,AUTHOR_BIBTEX,AUTHOR_ORCID
series/txtcs/Komm16,Dennis Komm,,,
series/txtcs/KrogerM08,Fred Kröger,,,
series/txtcs/KrogerM08,Stephan Merz,,,
series/txtcs/RoccaP04,Simona Ronchi Della Rocca,,,
series/txtcs/RoccaP04,Luca Paolini,,,0000-0002-4126-0170
series/txtcs/Weihrauch00,Klaus Weihrauch,,,
series/txtcs/Schneider04,Klaus Schneider 0001,,,0000-0002-1305-7132
series/txtcs/Drewes06,Frank Drewes,,,
series/lnbip/Weber09,Ingo M. Weber,,,
series/lnbip/Leopold13,Henrik Leopold,,,
series/lnbip/Volkamer09,Melanie Volkamer,,,
series/lnbip/Recker11,Jan Recker,,,0000-0002-2072-5792
series/lnbip/Montali10,Marco Montali,,,
series/lnbip/Burattin15,Andrea Burattin,,,
series/lnbip/Munoz-Gama16,Jorge Munoz-Gama,,,
series/sqres/WilsonLK05,Alyson G. Wilson,,,
series/sqres/WilsonLK05,Nikolaos Limnios,,,
series/sqres/WilsonLK05,Sallie Keller-McNulty,,,
series/sqres/WilsonLK05,Yvonne Armijo,,,
series/sqres/DeshpandeP06,Jayant V. Deshpande,,,
series/sqres/DeshpandeP06,Sudha G. Purohit,,,
series/sqres/Shore05,Haim Shore,,,
series/sqres/Pham01,Hoang Pham,,,
series/sqres/ZioBC11,Enrico Zio,,,
series/sqres/ZioBC11,Piero Baraldi,,,
series/sqres/ZioBC11,Francesco Cadini,,,
series/sqres/LisnianskiL03,Anatoly Lisnianski,,,
series/sqres/LisnianskiL03,Gregory Levitin,,,
series/sqres/KapurGK99,P. K. Kapur,,,
series/sqres/KapurGK99,R. B. Garg,,,
series/sqres/KapurGK99,S. Kumar,,,
series/sqres/Xie91,Min Xie 0001,,,
series/sqres/Pham06,Hoang Pham,,,
series/sqres/PearnK06,W. L. Pearn,,,
series/sqres/PearnK06,Samuel Kotz,,,
series/ifip/cam1985,Detlef Kochan,,,
series/music/Amiot16,Emmanuel Amiot,,,
series/music/MazzolaMPOT16,Guerino Mazzola,,,
series/music/MazzolaMPOT16,Maria Mannone,,,
series/music/MazzolaMPOT16,Yan Pang,,,
series/music/MazzolaMPOT16,Margaret O'Brien,,,
series/music/MazzolaMPOT16,Nathan Torunsky,,,
series/music/Agustin-AquinoJM15,Octavio Alberto Agustín-Aquino,,,
series/music/Agustin-AquinoJM15,Julien Junod,,,
series/music/Agustin-AquinoJM15,Guerino Mazzola,,,
series/music/Mazzola11,Guerino Mazzola,,,
series/music/Agmon13,Eytan Agmon,,,
series/music/ChakrabortyMTP14,Soubhik Chakraborty,,,
series/music/ChakrabortyMTP14,Guerino Mazzola,,,
series/music/ChakrabortyMTP14,Swarima Tewari,,,
series/music/ChakrabortyMTP14,Moujhuri Patra,,,
series/music/MazzolaMP16,Guerino Mazzola,,,
series/music/MazzolaMP16,Maria Mannone,,,
series/music/MazzolaMP16,Yan Pang,,,
series/music/MazzolaC09,Guerino Mazzola,,,
series/music/MazzolaC09,Paul B. Cherlin,,,
series/music/Milmeister09,Gérard Milmeister,,,
series/irs/WilkinsonAFSTZ98,Ross Wilkinson,,,0000-0002-4192-1522
series/irs/WilkinsonAFSTZ98,Timothy Arnold-Moore,,,
series/irs/WilkinsonAFSTZ98,Michael Fuller,,,
series/irs/WilkinsonAFSTZ98,Ron Sacks-Davis,,,
series/irs/WilkinsonAFSTZ98,James A. Thom,,,
series/irs/WilkinsonAFSTZ98,Justin Zobel,,,
series/irs/Kruschwitz05,Udo Kruschwitz,,,
series/irs/Metzler11,Donald Metzler,,,
series/irs/Wang01,James Ze Wang,,,
series/irs/Dominich08,Sándor Dominich,,,
series/irs/Melucci15,Massimo Melucci,,,
series/irs/ChenLW04,Yixin Chen,,,
series/irs/ChenLW04,Jia Li,,,
series/irs/ChenLW04,James Ze Wang,,,
series/irs/Kowalski97,Gerald J. Kowalski,,,
series/irs/WuKLH00,Jian-Kang Wu,,,
series/irs/WuKLH00,Mohan S. Kankanhalli,,,
series/irs/WuKLH00,Joo-Hwee Lim,,,
series/irs/WuKLH00,Dezhong Hong,,,
series/irs/IngwersenJ05,Peter Ingwersen,,,
series/irs/IngwersenJ05,Kalervo Järvelin,,,
series/irs/KneesS16,Peter Knees,,,
series/irs/KneesS16,Markus Schedl,,,
series/irs/KowalskiM02,Gerald J. Kowalski,,,
series/irs/KowalskiM02,Mark T. Maybury,,,
series/irs/GrossmanF04,David A. Grossman,,,
series/irs/GrossmanF04,Ophir Frieder,,,
series/irs/Zhang08,Jin Zhang,,,
series/irs/Losee98,Robert M. Losee,,,
series/irs/Lavrenko09,Victor Lavrenko,,,
series/irs/Shah17,Chirag Shah,,,
series/vo/Grad15,Sorin-Mihai Grad,,,
series/vo/Eichfelder08,Gabriele Eichfelder,,,
series/vo/KhanTZ15,Akhtar A. Khan,,,
series/vo/KhanTZ15,Christiane Tammer,,,
series/vo/KhanTZ15,Constantin Zalinescu,,,
series/vo/Lohne11,Andreas Löhne,,,
series/vo/YoonYN09,Min Yoon,,,
series/vo/YoonYN09,Yeboon Yun,,,
series/vo/YoonYN09,Hirotaka Nakayama,,,
series/vo/BotGW09,Radu Ioan Bot,,,
series/vo/BotGW09,Sorin-Mihai Grad,,,
series/vo/BotGW09,Gert Wanka,,,
series/xmedia/BurgerB06,Wilhelm Burger,,,
series/xmedia/BurgerB06,Mark James Burge,,,
series/xmedia/Reichenberger10,Klaus Reichenberger,,,
series/xmedia/HanschR12,Pierre Hansch,,,
series/xmedia/HanschR12,Christian Rentschler,,,
series/xmedia/Baumgardt00,Michael Baumgardt,,,
series/xmedia/NiegemannHHADK04,Helmut M. Niegemann,,,
series/xmedia/NiegemannHHADK04,Silvia Hessel,,,
series/xmedia/NiegemannHHADK04,Dirk Hochscheid-Mauel,,,
series/xmedia/NiegemannHHADK04,Kristina Aslanski,,,
series/xmedia/NiegemannHHADK04,Markus Deimann,,,
series/xmedia/NiegemannHHADK04,Gunther Kreuzberger,,,
series/xmedia/Arndt06,Henrik Arndt,,,
series/xmedia/KuhlmannS08,Annette Kuhlmann,,,
series/xmedia/KuhlmannS08,Werner Sauter,,,
series/xmedia/PellegriniSA14,Tassilo Pellegrini,,,
series/xmedia/PellegriniSA14,Harald Sack,,,
series/xmedia/PellegriniSA14,Sören Auer,,,0000-0002-0698-2864
series/xmedia/MeinelS12,Christoph Meinel,,,
series/xmedia/MeinelS12,Harald Sack,,,
series/xmedia/Homann07,Jan-Peter Homann,,,
series/xmedia/EgeHR15,Börteçin Ege,,,
series/xmedia/EgeHR15,Bernhard Humm,,,
series/xmedia/EgeHR15,Anatol Reibold,,,
series/xmedia/SackM09,Harald Sack,,,
series/xmedia/SackM09,Christoph Meinel,,,
series/xmedia/PokoyskiP14,Dietmar Pokoyski,,,
series/xmedia/PokoyskiP14,Stefanie Pütz,,,
series/xmedia/Gockel12,Tilo Gockel,,,
series/xmedia/BurgerB15,Wilhelm Burger,,,
series/xmedia/BurgerB15,Mark James Burge,,,
series/xmedia/GodertLN12,Winfried Gödert,,,
series/xmedia/GodertLN12,Klaus Lepsky,,,
series/xmedia/GodertLN12,Matthias Nagelschmidt,,,
series/xmedia/Niegemann08,Helmut M. Niegemann,,,
series/xmedia/Heinecke12,Andreas M. Heinecke,,,
series/xmedia/Quirmbach13,Sonja Monika Quirmbach,,,
series/xmedia/GulbinsK00,Jürgen Gulbins,,,
series/xmedia/GulbinsK00,Christine Kahrmann,,,
series/xmedia/Dorau11,Rainer Dorau,,,
series/atlantis/GoertzelPG14a,Ben Goertzel,,,
series/atlantis/GoertzelPG14a,Cassio Pennachin,,,
series/atlantis/GoertzelPG14a,Nil Geisweiller,,,
series/atlantis/GoertzelGCJP11,Ben Goertzel,,,
series/atlantis/GoertzelGCJP11,Nil Geisweiller,,,
series/atlantis/GoertzelGCJP11,Lúcio de Souza Coelho,,,
series/atlantis/GoertzelGCJP11,Predrag Janicic,,,
series/atlantis/GoertzelGCJP11,Cassio Pennachin,,,
series/atlantis/GoertzelPG14,Ben Goertzel,,,
series/atlantis/GoertzelPG14,Cassio Pennachin,,,
series/atlantis/GoertzelPG14,Nil Geisweiller,,,
series/atlantis/Rohde10,Marieke Rohde,,,0000-0002-8354-8850
series/apc/KowalikP12,Janusz S. Kowalik,,,
series/apc/KowalikP12,Tadeusz Puzniakowski,,,
series/gac/Perwass09,Christian Perwass,,,
series/gac/Farouki08,Rida T. Farouki,,,
series/gac/PetersR08,Jörg Peters,,,
series/gac/PetersR08,Ulrich Reif,,,
series/gac/Morvan08,Jean-Marie Morvan,,,
series/gac/Sabin10,Malcolm A. Sabin,,,
series/gac/GallierX13,Jean Gallier,,,
series/gac/GallierX13,Dianna Xu,,,
series/gac/ForstnerW16,Wolfgang Förstner,,,
series/gac/ForstnerW16,Bernhard P. Wrobel,,,
series/lnsn/Zweig16,Katharina Anna Zweig,,,
series/lnsn/2013-3,Panagiotis Karampelas,,,
series/lnsn/Duggan16,Jim Duggan,,,
series/lnsn/DatorSY15,James A. Dator,,,
series/lnsn/DatorSY15,John A. Sweeney,,,
series/lnsn/DatorSY15,Aubrey M. Yee,,,
series/lnsn/TayebiG16,Mohammad A. Tayebi,,,
series/lnsn/TayebiG16,Uwe Glässer,,,
series/txcs/WeissIZ15,Sholom M. Weiss,,,
series/txcs/WeissIZ15,Nitin Indurkhya,,,
series/txcs/WeissIZ15,Tong Zhang 0001,,,
series/txcs/KruseBBMS16,Rudolf Kruse,,,
series/txcs/KruseBBMS16,Christian Borgelt,,,
series/txcs/KruseBBMS16,Christian Braune,,,
series/txcs/KruseBBMS16,Sanaz Mostaghim,,,
series/txcs/KruseBBMS16,Matthias Steinbrecher,,,
series/txcs/WeissIZ10,Sholom M. Weiss,,,
series/txcs/WeissIZ10,Nitin Indurkhya,,,
series/txcs/WeissIZ10,Tong Zhang 0001,,,
series/txcs/HomerS01,Steven Homer,,,
series/txcs/HomerS01,Alan L. Selman,,,
series/txcs/Kizza10,Joseph M. Kizza,,,
series/txcs/Revesz10,Peter Z. Revesz,,,
series/txcs/Williams11,Colin P. Williams,,,
series/txcs/Schneider97,Fred B. Schneider,,,
series/txcs/LiDL14,Ze-Nian Li,,,
series/txcs/LiDL14,Mark S. Drew,,,
series/txcs/LiDL14,Jiangchuan Liu,,,
series/txcs/Stirling01,Colin Stirling,,,
series/txcs/Kizza03,Joseph M. Kizza,,,
series/txcs/AptO97,Krzysztof R. Apt,,,
series/txcs/AptO97,Ernst-Rüdiger Olderog,,,
series/txcs/Majkic14,Zoran Majkic,,,
series/txcs/BurgerB16,Wilhelm Burger,,,
series/txcs/BurgerB16,Mark J. Burge,,,
series/txcs/Page09,Daniel Page,,,
series/txcs/Munakata07,Toshinori Munakata,,,
series/txcs/Crespi-Reghizzi09,Stefano Crespi-Reghizzi,,,
series/txcs/BertholdBHK10,Michael R. Berthold,,,
series/txcs/BertholdBHK10,Christian Borgelt,,,
series/txcs/BertholdBHK10,Frank Höppner,,,
series/txcs/BertholdBHK10,Frank Klawonn,,,
series/txcs/DowneyF13,Rodney G. Downey,,,
series/txcs/DowneyF13,Michael R. Fellows,,,
series/txcs/Szeliski11,Richard Szeliski,,,
series/txcs/SkienaR03,Steven Skiena,,,
series/txcs/SkienaR03,Miguel A. Revilla,,,
series/txcs/LiV08,Ming Li 0001,,,
series/txcs/LiV08,Paul M. B. Vitányi,,,
series/txcs/Dandamudi05,Sivarama P. Dandamudi,,,
series/txcs/Crespi-ReghizziB13,Stefano Crespi-Reghizzi,,,
series/txcs/Crespi-ReghizziB13,Luca Breveglieri,,,
series/txcs/Crespi-ReghizziB13,Angelo Morzenti,,,
series/txcs/Singh09,Arindama Singh,,,
series/txcs/Kizza07,Joseph M. Kizza,,,
series/txcs/AptBO09,Krzysztof R. Apt,,,
series/txcs/AptBO09,Frank S. de Boer,,,
series/txcs/AptBO09,Ernst-Rüdiger Olderog,,,
series/txcs/BurgerB08,Wilhelm Burger,,,
series/txcs/BurgerB08,Mark J. Burge,,,
series/txcs/Roscoe10,A. W. Roscoe,,,
series/txcs/Kozen06,Dexter Kozen,,,
series/txcs/Dandamudi03,Sivarama P. Dandamudi,,,
series/txcs/ORegan16,Gerard O'Regan,,,
series/txcs/VelhoFG09,Luiz Velho,,,
series/txcs/VelhoFG09,Alejandro César Frery,,,
series/txcs/VelhoFG09,Jonas Gomes,,,
series/txcs/AlagarP11,Vangalur S. Alagar,,,
series/txcs/AlagarP11,Kasilingam Periyasamy,,,
series/txcs/Skiena17,Steven Skiena,,,
series/txcs/Jalote05,Pankaj Jalote,,,
series/txcs/Cioffi-Revilla17,Claudio Cioffi-Revilla,,,
series/txcs/AlagarP98,Vangalur S. Alagar,,,
series/txcs/AlagarP98,Kasilingam Periyasamy,,,
series/txcs/Salomon11,David Salomon,,,
series/al/Forster03,Thomas Forster,,,
series/al/Bochman05,Alexander Bochman,,,
series/al/Frias02,Marcelo F. Frias,,,
series/al/QueirozOG11,Ruy J. G. B. de Queiroz,,,
series/al/QueirozOG11,Anjolina Grisi de Oliveira,,,
series/al/QueirozOG11,Dov M. Gabbay,,,
series/aikp/Kornai08,András Kornai,,,0000-0001-6078-6840
series/aikp/NarahariGNP09,Y. Narahari,,,
series/aikp/NarahariGNP09,Dinesh Garg,,,
series/aikp/NarahariGNP09,Ramasuri Narayanam,,,
series/aikp/NarahariGNP09,V. Hastagiri Prakash,,,
series/aikp/SimoviciD08,Dan A. Simovici,,,
series/aikp/SimoviciD08,Chabane Djeraba,,,
series/aikp/ShiTKPL11,Yong Shi,,,
series/aikp/ShiTKPL11,Yingjie Tian,,,
series/aikp/ShiTKPL11,Gang Kou,,,
series/aikp/ShiTKPL11,Yi Peng 0001,,,
series/aikp/ShiTKPL11,Jianping Li,,,
series/aikp/ChliW09,Maria Chli,,,0000-0002-2840-4475
series/aikp/ChliW09,Philippe De Wilde,,,
series/aikp/KonarJ05,Amit Konar,,,
series/aikp/KonarJ05,Lakhmi C. Jain,,,
series/aikp/Lerman16,Israël-César Lerman,,,
series/aikp/CheinM09,Michel Chein,,,
series/aikp/CheinM09,Marie-Laure Mugnier,,,
series/aikp/Addis14,Tom Addis,,,
series/aikp/Chen-BurgerR05,Yun-Heh Chen-Burger,,,
series/aikp/Chen-BurgerR05,David Robertson,,,
series/aikp/CamastraV15,Francesco Camastra,,,
series/aikp/CamastraV15,Alessandro Vinciarelli,,,
series/aikp/Marwala14,Tshilidzi Marwala,,,
series/aikp/ZhangZW04,Shichao Zhang,,,
series/aikp/ZhangZW04,Chengqi Zhang,,,
series/aikp/ZhangZW04,Xindong Wu,,,
series/aikp/StuckenschmidtH05,Heiner Stuckenschmidt,,,
series/aikp/StuckenschmidtH05,Frank van Harmelen,,,0000-0002-7913-0048
series/aikp/Cao15,Longbing Cao,,,
series/aikp/ManolopoulosNPT06,Yannis Manolopoulos,,,
series/aikp/ManolopoulosNPT06,Alexandros Nanopoulos,,,
series/aikp/ManolopoulosNPT06,Apostolos N. Papadopoulos,,,
series/aikp/ManolopoulosNPT06,Yannis Theodoridis,,,
series/aikp/Fyfe05,Colin Fyfe,,,
series/aikp/Meisels08,Amnon Meisels,,,
series/aikp/KoCC05,Chi Chung Ko,,,
series/aikp/KoCC05,Ben M. Chen,,,
series/aikp/KoCC05,Jianping Chen,,,
series/aikp/Chekanov16,Sergei V. Chekanov,,,
series/aikp/LiuL06,Sifeng Liu,,,
series/aikp/LiuL06,Yi Lin,,,
series/aikp/Al-TaieK17,Mohammed Al-Taie,,,
series/aikp/Al-TaieK17,Seifedine Kadry,,,
series/aikp/Chekanov10,Sergei V. Chekanov,,,
series/aikp/TanKL05,Kay Chen Tan,,,
series/aikp/TanKL05,Eik Fun Khor,,,
series/aikp/TanKL05,Tong Heng Lee,,,
series/aikp/CamastraV08,Francesco Camastra,,,
series/aikp/CamastraV08,Alessandro Vinciarelli,,,
series/aikp/Nguyen08,Ngoc Thanh Nguyen,,,
series/aikp/LakeD14,Peter Lake,,,
series/aikp/LakeD14,Robert Drake,,,
series/aikp/WangF05,Lipo Wang,,,
series/aikp/WangF05,Xiuju Fu,,,
series/aikp/Gomez-PerezFC04,Asunción Gómez-Pérez,,,
series/aikp/Gomez-PerezFC04,Mariano Fernández-López,,,
series/aikp/Gomez-PerezFC04,Óscar Corcho,,,
series/aikp/MarwalaL11,Tshilidzi Marwala,,,
series/aikp/MarwalaL11,Monica Lagazio,,,
series/aikp/MohammadN15,Yasser F. O. Mohammad,,,
series/aikp/MohammadN15,Toyoaki Nishida,,,
series/aikp/Zarri09,Gian Piero Zarri,,,
series/aikp/MentzasAAY03,Gregoris Mentzas,,,
series/aikp/MentzasAAY03,Dimitris Apostolou,,,
series/aikp/MentzasAAY03,Andreas Abecker,,,
series/aikp/MentzasAAY03,Ron Young,,,
series/synthesis/2006Bushyager,Nathan Bushyager,,,
series/synthesis/2006Bushyager,Manos M. Tentzeris,,,
series/synthesis/2011Lanzagorta,Marco Lanzagorta,,,
series/synthesis/2008Simon,Leon Simon,,,
series/synthesis/2008Pelechano,Nuria Pelechano,,,0000-0002-1437-245X
series/synthesis/2008Pelechano,Jan M. Allbeck,,,
series/synthesis/2008Pelechano,Norman I. Badler,,,
series/synthesis/2009Wong,Kam-Fai Wong,,,
series/synthesis/2009Wong,Wenjie Li,,,
series/synthesis/2009Wong,Ruifeng Xu,,,
series/synthesis/2009Wong,Zheng-sheng Zhang,,,
series/synthesis/2016Graefe,Goetz Graefe,,,
series/synthesis/2016Graefe,Wey Guy,,,
series/synthesis/2016Graefe,Caetano Sauer,,,
series/synthesis/2012Barrett,Steven F. Barrett,,,
series/synthesis/2016Kallmann,Marcelo Kallmann,,,
series/synthesis/2016Kallmann,Mubbasir Kapadia,,,
series/synthesis/2006Kehtarnavaz,Nasser Kehtarnavaz,,,
series/synthesis/2006Kehtarnavaz,Mark Gamadia,,,
series/synthesis/2016De,Sourya Joyee De,,,
series/synthesis/2016De,Daniel Le Métayer,,,
series/synthesis/2011Ilyas,Ihab F. Ilyas,,,0000-0001-9052-9714
series/synthesis/2011Ilyas,Mohamed A. Soliman,,,
series/synthesis/2010Carmel,David Carmel,,,
series/synthesis/2010Carmel,Elad Yom-Tov,,,0000-0002-2380-4584
series/synthesis/2008Kantartzis2,Nikolaos V. Kantartzis,,,0000-0003-0959-7838
series/synthesis/2008Kantartzis2,Theodoros D. Tsiboukis,,,
series/synthesis/2010Tranter,William H. Tranter,,,
series/synthesis/2010Tranter,Ratchaneekorn Thamvichai,,,
series/synthesis/2010Tranter,Tamal Bose,,,
series/synthesis/2010Marchionini,Gary Marchionini,,,
series/synthesis/2010Blandford,Ann Blandford,,,
series/synthesis/2010Blandford,Simon Attfield,,,
series/synthesis/2011Mihailidis,Alex Mihailidis,,,
series/synthesis/2011Mihailidis,Jennifer Boger,,,0000-0001-6150-151X
series/synthesis/2011Mihailidis,Jesse Hoey,,,
series/synthesis/2011Mihailidis,Tizneem Jiancaro,,,
series/synthesis/2012Sun,Yizhou Sun,,,
series/synthesis/2012Sun,Jiawei Han 0001,,,
series/synthesis/2014Sasao,Tsutomu Sasao,,,
series/synthesis/2014Sasao,Jon T. Butler,,,
series/synthesis/2013Zwart,Christine M. Zwart,,,
series/synthesis/2013Zwart,David H. Frakes,,,
series/synthesis/2009Bandiera,Francesco Bandiera,,,0000-0001-7659-4173
series/synthesis/2009Bandiera,Danilo Orlando,,,0000-0001-8630-8505
series/synthesis/2009Bandiera,Giuseppe Ricci,,,
series/synthesis/2015Ju,Wendy Ju,,,
series/synthesis/2007Al-Sharkawy,Mohamed Al-Sharkawy,,,
series/synthesis/2007Al-Sharkawy,Veysel Demir,,,
series/synthesis/2007Al-Sharkawy,Atef Z. Elsherbeni,,,
series/synthesis/2012Goldberg,Jay R. Goldberg,,,
series/synthesis/2009Barrett,Steven F. Barrett,,,
series/synthesis/2007Bernhard,Jennifer T. Bernhard,,,0000-0002-0929-387X
series/synthesis/2015Mukhopadhyay,Sudipta Mukhopadhyay,,,
series/synthesis/2015Mukhopadhyay,Abhishek Kumar Tripathi,,,
series/synthesis/2016Mears,Brian Mears,,,
series/synthesis/2016Mears,Mohit Shah,,,
series/synthesis/2007Riggs,Henry E. Riggs,,,
series/synthesis/2006Reese,Robert B. Reese,,,
series/synthesis/2006Reese,Mitchell A. Thornton,,,
series/synthesis/2015Sardashti,Somayeh Sardashti,,,
series/synthesis/2015Sardashti,Angelos Arelakis,,,
series/synthesis/2015Sardashti,Per Stenström,,,
series/synthesis/2015Sardashti,David A. Wood,,,
series/synthesis/2011Hoiem,Derek Hoiem,,,
series/synthesis/2011Hoiem,Silvio Savarese,,,
series/synthesis/2008Weintraub,Steven H. Weintraub,,,
series/synthesis/2009Christensen1,Douglas A. Christensen,,,
series/synthesis/2013Turk,Matthew Turk,,,
series/synthesis/2013Turk,Gang Hua,,,
series/synthesis/2010Ferrari,Elena Ferrari,,,
series/synthesis/2016Saracevic,Tefko Saracevic,,,
series/synthesis/2006Maglogiannis,Ilias Maglogiannis,,,
series/synthesis/2006Maglogiannis,Kostas Karpouzis,,,
series/synthesis/2006Maglogiannis,Manolis Wallace,,,
series/synthesis/2014Feixas,Miquel Feixas,,,
series/synthesis/2014Feixas,Anton Bardera,,,
series/synthesis/2014Feixas,Jaume Rigau,,,
series/synthesis/2014Feixas,Qing Xu 0002,,,
series/synthesis/2014Feixas,Mateu Sbert,,,
series/synthesis/2016Kanatani,Kenichi Kanatani,,,
series/synthesis/2016Kanatani,Yasuyuki Sugaya,,,
series/synthesis/2016Kanatani,Yasushi Kanazawa,,,
series/synthesis/2014Grossi,Davide Grossi,,,
series/synthesis/2014Grossi,Gabriella Pigozzi,,,
series/synthesis/2013Schafer,Roland Schäfer,,,
series/synthesis/2013Schafer,Felix Bildhauer,,,
series/synthesis/2007Voltmer2,David R. Voltmer,,,
series/synthesis/2015LoizouII,Christos P. Loizou,,,0000-0003-1247-8573
series/synthesis/2015LoizouII,Constantinos S. Pattichis,,,0000-0003-1271-8151
series/synthesis/2012Pang,HweeHwa Pang,,,
series/synthesis/2012Pang,Kian-Lee Tan,,,
series/synthesis/2013Peterson,Malcolm Bibby,,,
series/synthesis/2013Peterson,Andrew F. Peterson,,,0000-0003-2375-9047
series/synthesis/2008Caputo,Richard Caputo,,,
series/synthesis/2011Tobias,Marvin J. Tobias,,,
series/synthesis/2017Grudin,Jonathan Grudin,,,
series/synthesis/2010Wong,Raymond Chi-Wing Wong,,,0000-0001-7045-6503
series/synthesis/2010Wong,Ada Wai-Chee Fu,,,
series/synthesis/2012ElMahgoub,Khaled ElMahgoub,,,
series/synthesis/2012ElMahgoub,Fan Yang,,,
series/synthesis/2012ElMahgoub,Atef Elsherbeni,,,
series/synthesis/2013Gibson,Jerry D. Gibson 0001,,,
series/synthesis/2011Li,Hang Li,,,
series/synthesis/2009Barrett2,Steven F. Barrett,,,
series/synthesis/2011Bertossi,Leopoldo E. Bertossi,,,
series/synthesis/2008Shasha,Dennis E. Shasha,,,
series/synthesis/2008Shasha,Manda Wilson,,,
series/synthesis/2013Olson,Judith S. Olson,,,
series/synthesis/2013Olson,Gary M. Olson,,,
series/synthesis/2012Fox,Edward A. Fox,,,
series/synthesis/2012Fox,Marcos André Gonçalves,,,
series/synthesis/2012Fox,Rao Shen,,,
series/synthesis/2009Sasao,Tsutomu Sasao,,,
series/synthesis/2009Sasao,Jon T. Butler,,,
series/synthesis/2013Kovvali,Narayan Kovvali,,,
series/synthesis/2013Kovvali,Mahesh K. Banavar,,,
series/synthesis/2013Kovvali,Andreas Spanias,,,
series/synthesis/2010Miller,Gerald E. Miller,,,
series/synthesis/2013Lopez,Beatriz López,,,0000-0001-9210-0073
series/synthesis/2013Nitta,Christopher Nitta,,,
series/synthesis/2013Nitta,Matthew K. Farrens,,,
series/synthesis/2016Patane,Giuseppe Patanè,,,
series/synthesis/2016Patane,Michela Spagnuolo,,,
series/synthesis/2013Stahl,Gerry Stahl,,,
series/synthesis/2011Harman,Donna Harman,,,
series/synthesis/2015Jones,William Jones,,,
series/synthesis/2013Barrett,Steven F. Barrett,,,
series/synthesis/2012Berry,Randall Berry,,,0000-0002-1861-6722
series/synthesis/2012Berry,Eytan Modiano,,,
series/synthesis/2012Berry,Murtaza Zafer,,,
series/synthesis/2013Gachovska2,Tanya K. Gachovska,,,
series/synthesis/2013Gachovska2,Bin Du,,,
series/synthesis/2013Gachovska2,Jerry L. Hudgins,,,
series/synthesis/2013Gachovska2,Enrico Santi,,,
series/synthesis/2010Wright,Peter C. Wright,,,
series/synthesis/2010Wright,John C. McCarthy,,,
series/synthesis/2009Barroso,Luiz André Barroso,,,
series/synthesis/2009Barroso,Urs Hölzle,,,
series/synthesis/2013Dechter,Rina Dechter,,,
series/synthesis/2013Roelleke,Thomas Roelleke,,,
series/synthesis/2006Reader,John Reader,,,
series/synthesis/2015Shao,Yakun Sophia Shao,,,
series/synthesis/2015Shao,David M. Brooks,,,
series/synthesis/2010Naumann,Felix Naumann,,,
series/synthesis/2010Naumann,Melanie Herschel,,,
series/synthesis/2014Subramanya,Amarnag Subramanya,,,
series/synthesis/2014Subramanya,Partha Pratim Talukdar,,,
series/synthesis/2014Selvin,Albert M. Selvin,,,
series/synthesis/2014Selvin,Simon Buckingham Shum,,,
series/synthesis/2010Downey,Gary Lee Downey,,,
series/synthesis/2010Downey,Kacey Beddoes,,,
series/synthesis/2014Oloumi,Faraz Oloumi,,,
series/synthesis/2014Oloumi,Rangaraj M. Rangayyan,,,
series/synthesis/2014Oloumi,Anna L. Ells,,,
series/synthesis/2011Eccles,William J. Eccles,,,
series/synthesis/2012Watts,Robert G. Watts,,,
series/synthesis/2007Ropella,Kristina M. Ropella,,,
series/synthesis/2015Heinz,Jeffrey Heinz,,,
series/synthesis/2015Heinz,Colin de la Higuera,,,
series/synthesis/2015Heinz,Menno van Zaanen,,,
series/synthesis/2006Deng,Li Deng,,,
series/synthesis/2012Hyvonen,Eero Hyvönen,,,0000-0003-1695-5840
series/synthesis/2009Dubois,Eric Dubois 0002,,,
series/synthesis/2009Bi,Dongsheng Bi,,,
series/synthesis/2009Bi,Michael W. Hoffman,,,
series/synthesis/2009Bi,Khalid Sayood,,,
series/synthesis/2013Li,Yingjiu Li,,,
series/synthesis/2013Li,Robert H. Deng,,,
series/synthesis/2013Li,Elisa Bertino,,,
series/synthesis/2015Chen,Yu-Ting Chen,,,
series/synthesis/2015Chen,Jason Cong,,,
series/synthesis/2015Chen,Michael Gill,,,
series/synthesis/2015Chen,Glenn Reinman,,,
series/synthesis/2015Chen,Bingjun Xiao,,,
series/synthesis/2016Yu2,Hao Yu,,,
series/synthesis/2016Yu2,Leibin Ni,,,
series/synthesis/2016Yu2,Yuhao Wang,,,
series/synthesis/2013Sankaralingam,Tony Nowatzki,,,
series/synthesis/2013Sankaralingam,Michael C. Ferris,,,
series/synthesis/2013Sankaralingam,Karu Sankaralingam,,,
series/synthesis/2013Sankaralingam,Cristian Estan,,,
series/synthesis/2013Sankaralingam,Nilay Vaish,,,
series/synthesis/2013Sankaralingam,David A. Wood,,,
series/synthesis/2010Enderle,John D. Enderle,,,
series/synthesis/2011Welch,Jennifer L. Welch,,,
series/synthesis/2011Welch,Jennifer E. Walter,,,
series/synthesis/2009Marshall2,Andrew Marshall,,,
series/synthesis/2009Yang,Li Yang,,,
series/synthesis/2009Yang,Amin Rida,,,
series/synthesis/2009Yang,Manos M. Tentzeris,,,
series/synthesis/2014Barbieri,Nicola Barbieri,,,
series/synthesis/2014Barbieri,Giuseppe Manco,,,
series/synthesis/2014Barbieri,Ettore Ritacco,,,
series/synthesis/2009Harty,Julian Harty,,,
