CDROM_KEY,CDROM_NAME
conf/er/HohensteinG88,er88/ER88-P129.pdf
conf/er/FurtadoVC81,er81/ER81-P123.pdf
conf/er/BiroDR96,er96-w2/ER96W2-P001.pdf
conf/er/RidjanovicJMRR87,er87/ER87-P053.pdf
conf/er/GalE95,er95/ER95-P378.pdf
conf/er/JarkeLW99,ER/1999/P520.pdf
conf/er/DahlL96,er96-w2/ER96W2-P079.pdf
conf/er/MoultonBMS98,er98/ER98-P407.pdf
conf/er/SchneiderT89,er89/ER89-P403.pdf
conf/er/WenguandCD91,er91/ER91-P231.pdf
conf/er/Lindgreen86,er86/ER86-P119.pdf
conf/er/GammoudiNA99,ER/1999/P031.pdf
conf/er/MakowskyR96,er96/ER96-P005.pdf
conf/er/OliveCS99,ER/1999/P062.pdf
conf/er/Al-Fedaghi83,er83/ER83-P761.pdf
conf/er/ManthaR87,er87/ER87-P017.pdf
conf/er/YehRC79,er79/ER79-P403.pdf
conf/er/LingT94,er94/ER94-P241.pdf
conf/er/TeichroewGS81,er81/ER81-P001.pdf
conf/er/ManninoCH86,er86/ER86-P361.pdf
conf/er/Sabbagh90,er90/ER90-P331.pdf
conf/er/Taylor91,er91/ER91-P783.pdf
conf/er/Knight83,er83/ER83-P081.pdf
conf/er/Laurini90,er90/ER90-P393.pdf
conf/er/VenableG95,er95/ER95-P318.pdf
conf/er/DogacC81,er81/ER81-P357.pdf
conf/er/KimKWD88,er88/ER88-P329.pdf
conf/er/BouneffaB95,er95/ER95-P113.pdf
conf/er/Haass86,er86/ER86-P009.pdf
conf/er/CooperQ94,er94/ER94-P351.pdf
conf/er/Zachman87,er87/ER87-P007.pdf
conf/er/TreschS92,er92/ER92-P299.pdf
conf/er/TingC79,er79/ER79-P379.pdf
conf/er/BattistaKT88,er88/ER88-P251.pdf
conf/er/Collet-PetitjeanDGJM86,er86/ER86-P441.pdf
conf/er/AtzeniBLV81,er81/ER81-P375.pdf
conf/er/LewerenzST99,ER/1999/P354.pdf
conf/er/MarkR83,er83/ER83-P585.pdf
conf/er/BergamaschiCST88,er88/ER88-P443.pdf
conf/er/Lagrange90,er90/ER90-P157.pdf
conf/er/Guido91,er91/ER91-P263.pdf
conf/er/Atzeni98,er98/ER98-P165.pdf
conf/er/AnalytiSC97,er97/ER97-P271.pdf
conf/er/Marti83,er83/ER83-P377.pdf
conf/er/Brodie81,er81/ER81-P577.pdf
conf/er/ZhuNGDA90,er90/ER90-P067.pdf
conf/er/YenC93,er93/ER93-P151.pdf
conf/er/YeeH97,er97/ER97-P436.pdf
conf/er/NavatheC83,er83/ER83-P223.pdf
conf/er/KarlapalemL98,er98/ER98-P164.pdf
conf/er/MarkowitzS89a,er89/ER89-P325.pdf
conf/er/HalpinP95,er95/ER95-P191.pdf
conf/er/Dechow87,er87/ER87-P465.pdf
conf/er/RosengrenWBK93,er93/ER93-P420.pdf
conf/er/FlynnJ94,er94/ER94-P079.pdf
conf/er/SmylieBBHS87,er87/ER87-P047.pdf
conf/er/HofstedeOR96,er96/ER96-P073.pdf
conf/er/Ishii98,er98/ER98-P001.pdf
conf/er/CastanoAZ92,er92/ER92-P121.pdf
conf/er/LenzeriniS83,er83/ER83-P529.pdf
conf/er/GoralwallaO93,er93/ER93-P115.pdf
conf/er/VidalW95,er95/ER95-P101.pdf
conf/er/Jarke94,er94/ER94-P314.pdf
conf/er/Interprogram87,er87/ER87-P013.pdf
conf/er/PreunerC99,ER/1999/P413.pdf
conf/er/ParentRYS89,er89/ER89-P361.pdf
conf/er/Hainaut91a,er91/ER91-P729.pdf
conf/er/Warshawsky83,er83/ER83-P813.pdf
conf/er/HeiselS99,ER/1999/P309.pdf
conf/er/CasanovaA83,er83/ER83-P265.pdf
conf/er/Spencer87,er87/ER87-P021.pdf
conf/er/HanC85,er85/ER85-P002.pdf
conf/er/KappelPPRRWG94,er94/ER94-P259.pdf
conf/er/NakataY83,er83/ER83-P467.pdf
conf/er/Lazimy89,er89/ER89-P129.pdf
conf/er/Wieland90,er90/ER90-P189.pdf
conf/er/Lieberman79,er79/ER79-P641.pdf
conf/er/ChiangBS93,er93/ER93-P336.pdf
conf/er/Kahn79,er79/ER79-P405.pdf
conf/er/RauhS92,er92/ER92-P062.pdf
conf/er/NavatheA87,er87/ER87-P305.pdf
conf/er/BouzeghoubM91,er91/ER91-P325.pdf
conf/er/DumpalaA81,er81/ER81-P337.pdf
conf/er/Ling87,er87/ER87-P205.pdf
conf/er/ChangWH96,er96-w2/ER96W2-P022.pdf
conf/er/JensenS95,er95/ER95-P366.pdf
conf/er/Fucik83,er83/ER83-P837.pdf
conf/er/Information87,er87/ER87-P019.pdf
conf/er/KerstenWDB86,er86/ER86-P035.pdf
conf/er/Lacroix99,ER/1999/P176.pdf
conf/er/Kemeny79,er79/ER79-P639.pdf
conf/er/DinkhoffGSZ94,er94/ER94-P046.pdf
conf/er/King86,er86/ER86-P475.pdf
conf/er/Goldfine85,er85/ER85-P114.pdf
conf/er/CuadradoHG83,er83/ER83-P859.pdf
conf/er/HartelJ94,er94/ER94-P010.pdf
conf/er/FrancalanciP94,er94/ER94-P456.pdf
conf/er/SubietaM87,er87/ER87-P391.pdf
conf/er/FloryM86,er86/ER86-P271.pdf
conf/er/Alford83,er83/ER83-P069.pdf
conf/er/RoseS93,er93/ER93-P128.pdf
conf/er/Tonkin95,er95/ER95-P439.pdf
conf/er/AndonoffHPZ96,er96/ER96-P472.pdf
conf/er/Velez85,er85/ER85-P082.pdf
conf/er/AkokaC93,er93/ER93-P432.pdf
conf/er/HohensteinE90,er90/ER90-P171.pdf
conf/er/DavisB89,er89/ER89-P095.pdf
conf/er/DeyS97,er97/ER97-P102.pdf
conf/er/Akoka97,er97/ER97-P001.pdf
conf/er/GolgsteinS89,er89/ER89-P009.pdf
conf/er/CasanovaCRL91,er91/ER91-P623.pdf
conf/er/Moody96,er96/ER96-P227.pdf
conf/er/TjoaW79,er79/ER79-P145.pdf
conf/er/Ferg91,er91/ER91-P001.pdf
conf/er/TabourierN81,er81/ER81-P073.pdf
conf/er/MeesP86,er86/ER86-P398.pdf
conf/er/Put88,er88/ER88-P423.pdf
conf/er/MoodySD98,er98/ER98-P255.pdf
conf/er/VermeerA95,er95/ER95-P089.pdf
conf/er/Angele96,er96-w1/ER96W1-P015.pdf
conf/er/Klopprogge81,er81/ER81-P473.pdf
conf/er/LingL91,er91/ER91-P587.pdf
conf/er/Junet86,er86/ER86-P305.pdf
conf/er/CzejdoE87,er87/ER87-P337.pdf
conf/er/Simsion91,er91/ER91-P111.pdf
conf/er/SernadasS85,er85/ER85-P224.pdf
conf/er/MarkowitzR83,er83/ER83-P315.pdf
conf/er/MitchellFP95,er95/ER95-P308.pdf
conf/er/LingL92,er92/ER92-P262.pdf
conf/er/CarswellN86,er86/ER86-P381.pdf
conf/er/DogacEA86,er86/ER86-P323.pdf
conf/er/VassiliouADMN88,er88/ER88-P047.pdf
conf/er/ArtaleF99,ER/1999/P081.pdf
conf/er/EkenbergJ96,er96/ER96-P211.pdf
conf/er/StoreyGCD93,er93/ER93-P211.pdf
conf/er/RollinsonR98,er98/ER98-P065.pdf
conf/er/LindquistLL87,er87/ER87-P189.pdf
conf/er/Troyer98,er98/ER98-P051.pdf
conf/er/SowaCFSS85,er85/ER85-P100.pdf
conf/er/Navathe92,er92/ER92-P003.pdf
conf/er/Gilberg85,er85/ER85-P320.pdf
conf/er/LiddleEW95,er95/ER95-P055.pdf
conf/er/MorsiN93,er93/ER93-P025.pdf
conf/er/GroetteN88,er88/ER88-P271.pdf
conf/er/Studer87,er87/ER87-P223.pdf
conf/er/Oren85,er85/ER85-P288.pdf
conf/er/Gessford87,er87/ER87-P411.pdf
conf/er/Ling85,er85/ER85-P024.pdf
conf/er/VermeerA96,er96/ER96-P179.pdf
conf/er/ToumaniPK96,er96-w2/ER96W2-P147.pdf
conf/er/AI86,er86/ER86-BACKMATTER.pdf
conf/er/EllmerHMP95,er95/ER95-P181.pdf
conf/er/Falkenberg93,er93/ER93-P225.pdf
conf/er/CastanoA94,er94/ER94-P566.pdf
conf/er/Bochenski87,er87/ER87-P453.pdf
conf/er/Meersman86,er86/ER86-P025.pdf
conf/er/BreitbartDFLM83,er83/ER83-P807.pdf
conf/er/BlackwellJN83,er83/ER83-P661.pdf
conf/er/SekineKOO97,er97/ER97-P198.pdf
conf/er/Sciore91,er91/ER91-P129.pdf
conf/er/Liu95,er95/ER95-P021.pdf
conf/er/Schuldt86a,er86/ER86-P465.pdf
conf/er/RauhS93,er93/ER93-P075.pdf
conf/er/Borgida90,er90/ER90-P001.pdf
conf/er/LeeL95,er95/ER95-P424.pdf
conf/er/FullertonSH83,er83/ER83-P691.pdf
conf/er/DavisA85,er85/ER85-P148.pdf
conf/er/Steeg96,er96/ER96-P105.pdf
conf/er/Bachman83,er83/ER83-P055.pdf
conf/er/FurtadoC99,ER/1999/P460.pdf
conf/er/OrtnerS96,er96/ER96-P261.pdf
conf/er/SpringsteelC88,er88/ER88-P349.pdf
conf/er/SondereggerPSA98,er98/ER98-P421.pdf
conf/er/SneedG83,er83/ER83-P717.pdf
conf/er/BuitelaarR92,er92/ER92-P162.pdf
conf/er/HaJKC95,er95/ER95-P444.pdf
conf/er/SchmidtS99,ER/1999/P248.pdf
conf/er/TanakaNCK91,er91/ER91-P059.pdf
conf/er/Arisawa79,er79/ER79-P523.pdf
conf/er/McCarthyG81,er81/ER81-P195.pdf
conf/er/HandsSV95,er95/ER95-P158.pdf
conf/er/NavatheP88,er88/ER88-P185.pdf
conf/er/CardenasP79,er79/ER79-P577.pdf
conf/er/DogacOC89,er89/ER89-P287.pdf
conf/er/SchwarzSTHHBCS99,ER/1999/P445.pdf
conf/er/CastelliP98,er98/ER98-P226.pdf
conf/er/MalinowskiC97,er97/ER97-P347.pdf
conf/er/Hawryszkiewycz85,er85/ER85-P064.pdf
conf/er/YahiaLCB96,er96/ER96-P422.pdf
conf/er/KatzG81,er81/ER81-P257.pdf
conf/er/Benatallah99,ER/1999/P016.pdf
conf/er/Put90,er90/ER90-P431.pdf
conf/er/Bruce91,er91/ER91-P709.pdf
conf/er/JunHY98,er98/ER98-P334.pdf
conf/er/DittrichGL86,er86/ER86-P421.pdf
conf/er/ChiangR81,er81/ER81-P529.pdf
conf/er/SchreflK91,er91/ER91-P285.pdf
conf/er/HagelsteinR88,er88/ER88-P149.pdf
conf/er/NorrieSWW96,er96/ER96-P456.pdf
conf/er/McCueP79,er79/ER79-P463.pdf
conf/er/GammoudiMP97,er97/ER97-P285.pdf
conf/er/GarciaS92,er92/ER92-P178.pdf
conf/er/Bertino83,er83/ER83-P189.pdf
conf/er/PissinouMHJK97,er97/ER97-P361.pdf
conf/er/Altenkrueger85,er85/ER85-P010.pdf
conf/er/McBrienP99,ER/1999/P096.pdf
conf/er/McBrienP97,er97/ER97-P408.pdf
conf/er/HabriasL88,er88/ER88-P509.pdf
conf/er/CasatiCPP95,er95/ER95-P341.pdf
conf/er/Comyn-WattiauA96,er96/ER96-P372.pdf
conf/er/SaakeCT95,er95/ER95-P329.pdf
conf/er/MoriartyDFMS87,er87/ER87-P025.pdf
conf/er/ChudziakRV93,er93/ER93-P486.pdf
conf/er/Tsao79,er79/ER79-P585.pdf
conf/er/RuspiniF83,er83/ER83-P367.pdf
conf/er/NyariS83,er83/ER83-P651.pdf
conf/er/JeusfeldJ94,er94/ER94-P533.pdf
conf/er/Teisseire95,er95/ER95-P123.pdf
conf/er/MelkanoffZ79,er79/ER79-P277.pdf
conf/er/TeichroewMHY79,er79/ER79-P015.pdf
conf/er/YuM94,er94/ER94-P548.pdf
conf/er/Brathwaite83,er83/ER83-P393.pdf
conf/er/FloryG87,er87/ER87-P249.pdf
conf/er/Dijkstra93,er93/ER93-P013.pdf
conf/er/SluizerL86,er86/ER86-P183.pdf
conf/er/JaeschkeOS93,er93/ER93-P447.pdf
conf/er/Chen79,er79/ER79-P003.pdf
conf/er/FrankE99,ER/1999/P430.pdf
conf/er/DampneyJ95,er95/ER95-P445.pdf
conf/er/CastanoA95,er95/ER95-P282.pdf
conf/er/TardieuF86,er86/ER86-P529.pdf
conf/er/GardarinSD99,ER/1999/P506.pdf
conf/er/SongF91,er91/ER91-P417.pdf
conf/er/MarkowitzS89,er89/ER89-P075.pdf
conf/er/Davenport79,er79/ER79-P603.pdf
conf/er/Thalheim92,er92/ER92-P007.pdf
conf/er/ChiangB79,er79/ER79-P467.pdf
conf/er/GoldsteinS91,er91/ER91-P077.pdf
conf/er/GrauFKEPE98,er98/ER98-P277.pdf
conf/er/DietL89,er89/ER89-P171.pdf
conf/er/CarlsonJA89,er89/ER89-P043.pdf
conf/er/Lenzerini85,er85/ER85-P270.pdf
conf/er/Winter93,er93/ER93-P062.pdf
conf/er/AI83,er83/ER83-BACKMATTER.pdf
conf/er/Klug79,er79/ER79-P039.pdf
conf/er/Adiba86,er86/ER86-P089.pdf
conf/er/ZamperoniL93,er93/ER93-P087.pdf
conf/er/EftimieN87,er87/ER87-P427.pdf
conf/er/TomiiA96,er96-w2/ER96W2-P161.pdf
conf/er/Hainaut90,er90/ER90-P053.pdf
conf/er/Winter94,er94/ER94-P437.pdf
conf/er/JaeschkeOS94,er94/ER94-P028.pdf
conf/er/Lazimy87,er87/ER87-P133.pdf
conf/er/GongSXO97,er97/ER97-P464.pdf
conf/er/Castilho93,er93/ER93-P510.pdf
conf/er/Mark83,er83/ER83-P205.pdf
conf/er/Hartmann96,er96-w2/ER96W2-P196.pdf
conf/er/ThompsonS97,er97/ER97-P376.pdf
conf/er/Carthy79,er79/ER79-P625.pdf
conf/er/MokE96,er96/ER96-P309.pdf
conf/er/SantucciBB93,er93/ER93-P313.pdf
conf/er/LiuCC94,er94/ER94-P132.pdf
conf/er/GoodchildC96,er96-w2/ER96W2-P104.pdf
conf/er/NeuholdQ81,er81/ER81-P429.pdf
conf/er/KradolferGD99,ER/1999/P263.pdf
conf/er/CampbellEC85,er85/ER85-P090.pdf
conf/er/Leavenworth81,er81/ER81-P509.pdf
conf/er/Wagner88,er88/ER88-P407.pdf
conf/er/ZhouB92,er92/ER92-P024.pdf
conf/er/Tari92,er92/ER92-P389.pdf
conf/er/Al-JadirL98,er98/ER98-P316.pdf
conf/er/BaralisCP94,er94/ER94-P205.pdf
conf/er/ElmasriK92,er92/ER92-P375.pdf
conf/er/BhowmickNL98,er98/ER98-P092.pdf
conf/er/HemerlyCF91,er91/ER91-P607.pdf
conf/er/Dietz99,ER/1999/P188.pdf
conf/er/Bodart87,er87/ER87-P008.pdf
conf/er/Bodart86,er86/ER86-P003.pdf
conf/er/Moeller91,er91/ER91-P743.pdf
conf/er/DahanayakeSD97,er97/ER97-P450.pdf
conf/er/SchreflS95,er95/ER95-P133.pdf
conf/er/JonesS95,er95/ER95-P216.pdf
conf/er/JungclausSH91,er91/ER91-P309.pdf
conf/er/BouzeghoubC90,er90/ER90-P413.pdf
conf/er/HainautHEHR96,er96/ER96-P042.pdf
conf/er/EbertWDFS96,er96/ER96-P163.pdf
conf/er/RichtersG98,er98/ER98-P449.pdf
conf/er/HohensteinH91,er91/ER91-P389.pdf
conf/er/Castelli99,ER/1999/P001.pdf
conf/er/ElmasriEK90,er90/ER90-P249.pdf
conf/er/Tauzovich89,er89/ER89-P205.pdf
conf/er/WijsenVO93,er93/ER93-P100.pdf
conf/er/Sakai83a,er83/ER83-P155.pdf
conf/er/Knapp95,er95/ER95-P296.pdf
conf/er/Hartmann98,er98/ER98-P150.pdf
conf/er/Lee85,er85/ER85-P021.pdf
conf/er/SantucciBDEHKW88,er88/ER88-P057.pdf
conf/er/BatiniFN85,er85/ER85-P312.pdf
conf/er/KonsynskiM79,er79/ER79-P339.pdf
conf/er/Ferg85,er85/ER85-P280.pdf
conf/er/Zhou91,er91/ER91-P371.pdf
conf/er/GuyRRGMP98,er98/ER98-P254.pdf
conf/er/Dupont94,er94/ER94-P513.pdf
conf/er/BatiniLF97,er97/ER97-P313.pdf
conf/er/RosenthalR89,er89/ER89-P187.pdf
conf/er/LuskO79,er79/ER79-P445.pdf
conf/er/HsuCMMNS88,er88/ER88-P071.pdf
conf/er/Raban96,er96-w2/ER96W2-P065.pdf
conf/er/Kaschek96,er96/ER96-P406.pdf
conf/er/GogollaMW91,er91/ER91-P561.pdf
conf/er/Molkenthin96,er96-w2/ER96W2-P052.pdf
conf/er/Hainaut91,er91/ER91-P643.pdf
conf/er/BlackwellKOSWZ83,er83/ER83-P809.pdf
conf/er/Theodoratos96,er96/ER96-P058.pdf
conf/er/HsuR79,er79/ER79-P259.pdf
conf/er/SchuetteR98,er98/ER98-P240.pdf
conf/er/DogacCE85,er85/ER85-P295.pdf
conf/er/SchmittS96,er96/ER96-P195.pdf
conf/er/BrunoE86,er86/ER86-P169.pdf
conf/er/MisicM97,er97/ER97-P243.pdf
conf/er/AzarP86,er86/ER86-P253.pdf
conf/er/Brown91,er91/ER91-P693.pdf
conf/er/Lloyd-Williams97,er97/ER97-P016.pdf
conf/er/HainautTJC93,er93/ER93-P353.pdf
conf/er/Tasker95,er95/ER95-P438.pdf
conf/er/Tabourier83,er83/ER83-P565.pdf
conf/er/RochfeldMN90,er90/ER90-P143.pdf
conf/er/KouramajianE91,er91/ER91-P671.pdf
conf/er/LieberherrBS90,er90/ER90-P081.pdf
conf/er/ReinerBFLMRR86,er86/ER86-P347.pdf
conf/er/AntonellisAMZ79,er79/ER79-P231.pdf
conf/er/Chen81,er81/ER81-P019.pdf
conf/er/SubietaM86,er86/ER86-P197.pdf
conf/er/PapazoglouKB94,er94/ER94-P223.pdf
conf/er/BassiliadesV94,er94/ER94-P189.pdf
conf/er/GogollaHCDV93,er93/ER93-P373.pdf
conf/er/HuffmanZ89,er89/ER89-P221.pdf
conf/er/NavatheGDL90,er90/ER90-P003.pdf
conf/er/LeeEW96,er96/ER96-P341.pdf
conf/er/SignoreLGC94,er94/ER94-P387.pdf
conf/er/Munz79,er79/ER79-P505.pdf
conf/er/DCunhaR83,er83/ER83-P731.pdf
conf/er/Chen92,er92/ER92-P001.pdf
conf/er/Thelemann95,er95/ER95-P032.pdf
conf/er/McLeodK79,er79/ER79-P193.pdf
conf/er/CostalOS97,er97/ER97-P057.pdf
conf/er/GuanLS98,er98/ER98-P107.pdf
conf/er/Olle90,er90/ER90-P205.pdf
conf/er/WinansD90,er90/ER90-P345.pdf
conf/er/Everest96,er96-w2/ER96W2-P036.pdf
conf/er/GarzottoMP93,er93/ER93-P175.pdf
conf/er/EderK86,er86/ER86-P147.pdf
conf/er/Cooper90,er90/ER90-P035.pdf
conf/er/Chen87,er87/ER87-P015.pdf
conf/er/Lonchamp99,ER/1999/P233.pdf
conf/er/GruhnPW95,er95/ER95-P270.pdf
conf/er/DeSG81,er81/ER81-P455.pdf
conf/er/PuraoS97,er97/ER97-P030.pdf
conf/er/TroyerM95,er95/ER95-P238.pdf
conf/er/Zimmerman83,er83/ER83-P131.pdf
conf/er/LimC98,er98/ER98-P435.pdf
conf/er/SakaiKK81,er81/ER81-P411.pdf
conf/er/GoralwallaSOP97,er97/ER97-P071.pdf
conf/er/BatiniL83,er83/ER83-P413.pdf
conf/er/Gandhi92,er92/ER92-P194.pdf
conf/er/MarkowitzS94,er94/ER94-P333.pdf
conf/er/JeusfeldQJ98,er98/ER98-P349.pdf
conf/er/BreitenederM90,er90/ER90-P375.pdf
conf/er/DavisA87,er87/ER87-P271.pdf
conf/dasfaa/TreschS93,DASFAA93/P037.pdf
conf/dasfaa/LumLF95,DASFAA95/P138.pdf
conf/dasfaa/SteinerN97,DASFAA97/P381.pdf
conf/dasfaa/KamathRT95,DASFAA95/P079.pdf
conf/dasfaa/KimCLK91,DASFAA91/P156.pdf
conf/dasfaa/AjitomiK89,DASFAA89/P117.pdf
conf/dasfaa/YamaneNKM89,DASFAA89/P052.pdf
conf/dasfaa/CrawleyB97,DASFAA97/P077.pdf
conf/dasfaa/WuC99,DiSC2_1/out/papers/dasfaa/00840143.pdf
conf/dasfaa/OuT91,DASFAA91/P165.pdf
conf/dasfaa/LeeH91,DASFAA91/P209.pdf
conf/dasfaa/Greco93,DASFAA93/P261.pdf
conf/dasfaa/KimuraT91,DASFAA91/P269.pdf
conf/dasfaa/YunH93,DASFAA93/P379.pdf
conf/dasfaa/SungZ95,DASFAA95/P124.pdf
conf/dasfaa/HofstedeB99,DiSC2_1/out/papers/dasfaa/00840053.pdf
conf/dasfaa/FujisawaKKK91,DASFAA91/P069.pdf
conf/dasfaa/KimKKLSW89,DASFAA89/P069.pdf
conf/dasfaa/KangS91,DASFAA91/P031.pdf
conf/dasfaa/KojiroMIK91,DASFAA91/P491.pdf
conf/dasfaa/KayanU99,DiSC2_1/out/papers/dasfaa/00840127.pdf
conf/dasfaa/TangYZ99,DiSC2_1/out/papers/dasfaa/00840203.pdf
conf/dasfaa/HongLK95,DASFAA95/P222.pdf
conf/dasfaa/LiuC95,DASFAA95/P256.pdf
conf/dasfaa/Kim91,DASFAA91/P099.pdf
conf/dasfaa/KimCLS95,DASFAA95/P422.pdf
conf/dasfaa/GolendzinerSW97,DASFAA97/P343.pdf
conf/dasfaa/MachadoC97,DASFAA97/P511.pdf
conf/dasfaa/LeeKLL93,DASFAA93/P360.pdf
conf/dasfaa/ItoN93,DASFAA93/P335.pdf
conf/dasfaa/ParkLLC99,DiSC2_1/out/papers/dasfaa/00840161.pdf
conf/dasfaa/TanSH89,DASFAA89/P158.pdf
conf/dasfaa/Wiederhold89,DASFAA89/P001.pdf
conf/dasfaa/OquendoBGMT91,DASFAA91/P041.pdf
conf/dasfaa/HatanoSDT99,DiSC2_1/out/papers/dasfaa/00840035.pdf
conf/dasfaa/Lee95,DASFAA95/P372.pdf
conf/dasfaa/KitagawaI89,DASFAA89/P173.pdf
conf/dasfaa/HwangS93,DASFAA93/P395.pdf
conf/dasfaa/SonC89,DASFAA89/P251.pdf
conf/dasfaa/UeshimaOMQOT95,DASFAA95/P457.pdf
conf/dasfaa/RanaF93,DASFAA93/P427.pdf
conf/dasfaa/SonK93,DASFAA93/P235.pdf
conf/dasfaa/HwangL91,DASFAA91/P391.pdf
conf/dasfaa/ShepherdHCN95,DASFAA95/P380.pdf
conf/dasfaa/ChangL89a,DASFAA89/P219.pdf
conf/dasfaa/Kafer91,DASFAA91/P527.pdf
conf/dasfaa/NguYW93,DASFAA93/P413.pdf
conf/dasfaa/CheineyKM93,DASFAA93/P279.pdf
conf/dasfaa/FM89,DASFAA89/FRONTMATTER.pdf
conf/dasfaa/HatanoQT97,DASFAA97/P205.pdf
conf/dasfaa/LuanOKF89,DASFAA89/P080.pdf
conf/dasfaa/KawakamiNKH89,DASFAA89/P166.pdf
conf/dasfaa/YajimaKYOF91,DASFAA91/P366.pdf
conf/dasfaa/KempCHHRS97,DASFAA97/P283.pdf
conf/dasfaa/TauSPM95,DASFAA95/P308.pdf
conf/dasfaa/FungKL97,DASFAA97/P011.pdf
conf/dasfaa/El-Sharkawi91,DASFAA91/P021.pdf
conf/dasfaa/ShimadaSYC91,DASFAA91/P315.pdf
conf/dasfaa/AI95,DASFAA95/AINDEX.pdf
conf/dasfaa/AmanoK93,DASFAA93/P011.pdf
conf/dasfaa/YunK95,DASFAA95/P358.pdf
conf/dasfaa/DuES97,DASFAA97/P521.pdf
conf/dasfaa/PellenkoftGK97,DASFAA97/P117.pdf
conf/dasfaa/SheuH97,DASFAA97/P481.pdf
conf/dasfaa/YangP93,DASFAA93/P047.pdf
conf/dasfaa/InoueHFS89,DASFAA89/P382.pdf
conf/dasfaa/ChenYYKOF93,DASFAA93/P073.pdf
conf/dasfaa/LimUP91,DASFAA91/P249.pdf
conf/dasfaa/CzejdoET91,DASFAA91/P339.pdf
conf/dasfaa/DengC91,DASFAA91/P484.pdf
conf/dasfaa/HaradaK95,DASFAA95/P246.pdf
conf/dasfaa/Lautemann97,DASFAA97/P323.pdf
conf/dasfaa/OgawaBINH93,DASFAA93/P197.pdf
conf/dasfaa/QiB89,DASFAA89/P301.pdf
conf/dasfaa/Lee97,DASFAA97/P412.pdf
conf/dasfaa/RundensteinerBGY91,DASFAA91/P136.pdf
conf/dasfaa/Gesmann97,DASFAA97/P001.pdf
conf/dasfaa/KeumCHKW95,DASFAA95/P388.pdf
conf/dasfaa/IshikawaFU97,DASFAA97/P431.pdf
conf/dasfaa/OhLK93,DASFAA93/P435.pdf
conf/dasfaa/LimN95,DASFAA95/P189.pdf
conf/dasfaa/LingTY93,DASFAA93/P148.pdf
conf/dasfaa/KarbeRV91,DASFAA91/P439.pdf
conf/dasfaa/HsuI89,DASFAA89/P233.pdf
conf/dasfaa/BaumGPST93,DASFAA93/P141.pdf
conf/dasfaa/SarreG91,DASFAA91/P498.pdf
conf/dasfaa/TorpJB97,DASFAA97/P371.pdf
conf/dasfaa/OhmoriH95,DASFAA95/P095.pdf
conf/dasfaa/ChoLWY97,DASFAA97/P021.pdf
conf/dasfaa/CheungLK97,DASFAA97/P185.pdf
conf/dasfaa/MorishimaK97,DASFAA97/P154.pdf
conf/dasfaa/IllarramendiBMGP95,DASFAA95/P036.pdf
conf/dasfaa/HongJ95,DASFAA95/P149.pdf
conf/dasfaa/Takahashi93,DASFAA93/P421.pdf
conf/dasfaa/KitsuregawaM91,DASFAA91/P226.pdf
conf/dasfaa/CicchettiLTM89,DASFAA89/P043.pdf
conf/dasfaa/Masunaga89,DASFAA89/P190.pdf
conf/dasfaa/MehrotraRBKS93,DASFAA93/P029.pdf
conf/dasfaa/SellentinM99,DiSC2_1/out/papers/dasfaa/00840273.pdf
conf/dasfaa/IkedaKNU91,DASFAA91/P477.pdf
conf/dasfaa/SonWP91,DASFAA91/P146.pdf
conf/dasfaa/Caseau91,DASFAA91/P411.pdf
conf/dasfaa/GraaffVB93,DASFAA93/P313.pdf
conf/dasfaa/LeeSY89,DASFAA89/P337.pdf
conf/dasfaa/GotoST93,DASFAA93/P065.pdf
conf/dasfaa/HyotyniemiL91,DASFAA91/P084.pdf
conf/dasfaa/Ramamohanarao91,DASFAA91/P201.pdf
conf/dasfaa/LingS99,DiSC2_1/out/papers/dasfaa/00840263.pdf
conf/dasfaa/ColombE97,DASFAA97/P155.pdf
conf/dasfaa/ThoneGK95,DASFAA95/P197.pdf
conf/dasfaa/MurakamiA89,DASFAA89/P125.pdf
conf/dasfaa/ShahFGRV93,DASFAA93/P306.pdf
conf/dasfaa/Masunaga95,DASFAA95/P430.pdf
conf/dasfaa/DuongHN93,DASFAA93/P107.pdf
conf/dasfaa/TakakuraK93,DASFAA93/P178.pdf
conf/dasfaa/YenC95,DASFAA95/P364.pdf
conf/dasfaa/OngATUW95,DASFAA95/P172.pdf
conf/dasfaa/NemotoKT97,DASFAA97/P461.pdf
conf/dasfaa/SatohTIF91,DASFAA91/P243.pdf
conf/dasfaa/LoizouP91,DASFAA91/P089.pdf
conf/dasfaa/Lee93,DASFAA93/P205.pdf
conf/dasfaa/LeeT93,DASFAA93/P097.pdf
conf/dasfaa/KrishnanK91,DASFAA91/P079.pdf
conf/dasfaa/KumarW91,DASFAA91/P274.pdf
conf/dasfaa/ParkT89,DASFAA89/P133.pdf
conf/dasfaa/YokotaNTK99,DiSC2_1/out/papers/dasfaa/00840331.pdf
conf/dasfaa/SinghH97,DASFAA97/P175.pdf
conf/dasfaa/Lautemann99,DiSC2_1/out/papers/dasfaa/00840291.pdf
conf/dasfaa/ChenL99,DiSC2_1/out/papers/dasfaa/00840339.pdf
conf/dasfaa/MougenotLD95,DASFAA95/P333.pdf
conf/dasfaa/PangLO91,DASFAA91/P001.pdf
conf/dasfaa/Hammoudi95,DASFAA95/P061.pdf
conf/dasfaa/KimAAC89,DASFAA89/P143.pdf
