EDITOR_KEY,EDITOR_NAME,EDITOR_AUX,EDITOR_ORCID
books/daglib/0025134,A. W. Roscoe,,
books/daglib/0025134,Clifford B. Jones,,0000-0002-0038-6623
books/daglib/0025134,Kenneth R. Wood,,
books/daglib/0031436,Jonathan M. Borwein,,
books/daglib/0031436,Igor E. Shparlinski,,
books/daglib/0031436,Wadim Zudilin,,0000-0001-9551-2903
books/daglib/0025851,Raghu Santanam,,
books/daglib/0025851,M. Sethumadhavan,,
books/daglib/0025851,Mohit Virendra,,
books/daglib/0039018,Joseph Mariani,,
books/daglib/0039018,Sophie Rosset,,
books/daglib/0039018,Martine Garnier-Rizet,,
books/daglib/0039018,Laurence Devillers,,
books/daglib/0032063,Simon J. Hubbard,,
books/daglib/0032063,Andrew R. Jones,,
books/daglib/0028977,Wojciech Cellary,,
books/daglib/0028977,Krzysztof Walczak,,
books/daglib/0031383,Magy Seif El-Nasr,,
books/daglib/0031383,Anders Drachen,,0000-0002-1002-0414
books/daglib/0031383,Alessandro Canossa,,
books/daglib/0039026,Kai Rannenberg,,
books/daglib/0039026,Jan Camenisch,,
books/daglib/0039026,Ahmad Sabouri,,
books/daglib/0036094,Vasco Brattka,,
books/daglib/0036094,Hannes Diener,,
books/daglib/0036094,Dieter Spreen,,
books/daglib/0014828,Albert Y. Zomaya,,
books/daglib/0015184,Jacob Kogan,,
books/daglib/0015184,Charles K. Nicholas,,
books/daglib/0015184,Marc Teboulle,,
books/daglib/0037391,Jean-Guillaume Dumas,,
books/daglib/0037391,Jean-Louis Roch,,
books/daglib/0037391,Eric Tannier,,
books/daglib/0037391,Sébastien Varrette,,
books/daglib/0026698,Dieter Uckelmann,,
books/daglib/0026698,Mark Harrison,,
books/daglib/0026698,Florian Michahelles,,
books/daglib/0033737,Clive Blackwell,,
books/daglib/0033737,Hong Zhu,,
books/daglib/0016916,Coral Calero,,
books/daglib/0016916,Francisco Ruiz 0001,,0000-0002-4923-7848
books/daglib/0016916,Mario Piattini,,0000-0002-7212-8279
books/daglib/0032680,Harry Bunt,,
books/daglib/0032680,Paola Merlo,,
books/daglib/0032680,Joakim Nivre,,
books/daglib/0034375,Vladimir Geroimenko,,
books/daglib/0031959,James Pustejovsky,,
books/daglib/0031959,Pierrette Bouillon,,
books/daglib/0031959,Hitoshi Isahara,,
books/daglib/0031959,Kyoko Kanzaki,,
books/daglib/0031959,Chungmin Lee,,
books/daglib/0028389,Richard Harper 0001,,
books/daglib/0032925,Stefano Cagnoni,,
books/daglib/0032925,Marco Mirolli,,
books/daglib/0032925,Marco Villani,,
books/daglib/0027836,Dorothea Kolossa,,
books/daglib/0027836,Reinhold Haeb-Umbach,,
books/daglib/0025251,Janis Osis,,
books/daglib/0025251,Erika Asnina,,0000-0002-1731-989X
books/daglib/0028680,Mike Hinchey,,
books/daglib/0028680,Lorcan Coyle,,
books/daglib/0035374,Katharina Anna Zweig,,
books/daglib/0035374,Wolfgang Neuser,,
books/daglib/0035374,Volkmar Pipek,,0000-0002-3136-307X
books/daglib/0035374,Markus Rohde,,
books/daglib/0035374,Ingo Scholtes,,0000-0003-2253-0216
books/daglib/0037865,Ronald L. Graham,,
books/daglib/0037865,Jaroslav Nesetril,,
books/daglib/0037865,Steve Butler,,
books/daglib/0034812,Franziska Klügl,,
books/daglib/0034812,Ana L. C. Bazzan,,
books/daglib/0034812,Sascha Ossowski,,
books/daglib/0037572,Carl-Fredrik Westin,,
books/daglib/0037572,Anna Vilanova,,
books/daglib/0037572,Bernhard Burgeth,,
books/daglib/0027828,Leo Dorst,,
books/daglib/0027828,Joan Lasenby,,
books/daglib/0036990,Coral Calero,,
books/daglib/0036990,Mario Piattini,,0000-0002-7212-8279
books/daglib/0035345,Bernhard Thalheim,,
books/daglib/0035345,Ivor Nissen,,
books/daglib/0033267,Jürgen Gausemeier,,
books/daglib/0033267,Franz-Josef Rammig,,
books/daglib/0033267,Wilhelm Schäfer,,
books/daglib/0037574,Peer-Timo Bremer,,
books/daglib/0037574,Ingrid Hotz,,
books/daglib/0037574,Valerio Pascucci,,
books/daglib/0037574,Ronald Peikert,,
books/daglib/0035086,Paul Buitelaar,,
books/daglib/0035086,Philipp Cimiano,,
books/daglib/0028799,Mari Carmen Suárez-Figueroa,,
books/daglib/0028799,Asunción Gómez-Pérez,,0000-0002-3037-0331
books/daglib/0028799,Enrico Motta,,
books/daglib/0028799,Aldo Gangemi,,
books/daglib/0041249,Janine Bennett,,
books/daglib/0041249,Fabien Vivodtzev,,
books/daglib/0041249,Valerio Pascucci,,
books/daglib/0031512,Michael Breuß,,
books/daglib/0031512,Alfred M. Bruckstein,,
books/daglib/0031512,Petros Maragos,,
books/daglib/0031939,Petros Maragos,,
books/daglib/0031939,Alexandros Potamianos,,
books/daglib/0031939,Patrick Gros,,
books/daglib/0028690,Christian Chiarcos,,
books/daglib/0028690,Sebastian Nordhoff,,
books/daglib/0028690,Sebastian Hellmann,,
books/daglib/0025394,Selmin Nurcan,,
books/daglib/0025394,Camille Salinesi,,
books/daglib/0025394,Carine Souveyet,,
books/daglib/0025394,Jolita Ralyté,,0000-0001-8561-3567
books/daglib/0033352,Gilbert Owusu,,
books/daglib/0033352,Paul O'Brien,,
books/daglib/0033352,John A. W. McCall,,0000-0003-1738-7056
books/daglib/0033352,Neil F. Doherty,,
books/daglib/0033336,Linda Candy,,
books/daglib/0033336,Sam Ferguson,,
books/daglib/0034856,Aslak Tveito,,
books/daglib/0034856,Are Magnus Bruaset,,
books/daglib/0034856,Olav Lysne,,
books/daglib/0025928,Limin Angela Liu,,
books/daglib/0025928,Dong-Qing Wei,,
books/daglib/0025928,Yixue Li,,
books/daglib/0025928,Huimin Lei,,
books/daglib/0025139,Borko Furht,,
books/daglib/0025139,Armando Escalante,,
books/daglib/0028641,Wolfgang E. Nagel,,
books/daglib/0028641,Dietmar B. Kröner,,
books/daglib/0028641,Michael M. Resch,,
books/daglib/0032278,Patrizio Campisi,,
books/daglib/0023949,Dario Floreano,,
books/daglib/0023949,Jean-Christophe Zufferey,,
books/daglib/0023949,Mandayam A. Srinivasan,,
books/daglib/0023949,Charlie Ellington,,
books/daglib/0023828,Hideyuki Nakashima,,
books/daglib/0023828,Hamid K. Aghajan,,
books/daglib/0023828,Juan Carlos Augusto,,
books/daglib/0033345,Yun Fu,,
books/daglib/0036089,Peter Kritzer,,0000-0002-7919-7672
books/daglib/0036089,Harald Niederreiter,,
books/daglib/0036089,Friedrich Pillichshammer,,0000-0001-6952-9218
books/daglib/0036089,Arne Winterhof,,
books/daglib/0033306,Barbara Frank-Job,,
books/daglib/0033306,Alexander Mehler,,
books/daglib/0033306,Tilmann Sutter,,
books/daglib/0037838,Samson Abramsky,,
books/daglib/0037838,Juha Kontinen,,
books/daglib/0037838,Jouko Väänänen,,
books/daglib/0037838,Heribert Vollmer,,
books/daglib/0031299,Joachim Rosenthal,,
books/daglib/0031299,David S. Gilliam,,
books/daglib/0032163,Wolfgang Kresse,,
books/daglib/0032163,David M. Danko,,
books/daglib/0016428,João Ascenso,,
books/daglib/0016428,Luminita Vasiu,,
books/daglib/0016428,Carlos Belo,,
books/daglib/0016428,Mónica Saramago,,
books/daglib/0036822,Gerhard Uwe Schmidt,,
books/daglib/0036822,Hüseyin Abut,,
books/daglib/0036822,Kazuya Takeda,,
books/daglib/0036822,John H. L. Hansen,,
books/daglib/0028271,Albert Ali Salah,,
books/daglib/0028271,Theo Gevers,,
books/daglib/0028548,Christian Stegbauer,,
books/daglib/0028548,Roger Häußling,,
books/daglib/0014626,Steffen Staab,,
books/daglib/0014626,Heiner Stuckenschmidt,,
books/daglib/0025640,Saso Dzeroski,,
books/daglib/0025640,Bart Goethals,,0000-0001-9327-9554
books/daglib/0025640,Pance Panov,,0000-0002-7685-9140
books/daglib/0037002,Alexandru Baltag,,
books/daglib/0037002,Sonja Smets,,
books/daglib/0038492,Swarup Bhunia,,
books/daglib/0038492,Saibal Mukhopadhyay,,
books/daglib/0028984,Angelika Peer,,
books/daglib/0028984,Christos Giachritsis,,
books/daglib/0032286,Cédric Chauve,,
books/daglib/0032286,Nadia El-Mabrouk,,
books/daglib/0032286,Eric Tannier,,
books/daglib/0034875,Helmut Krcmar,,
books/daglib/0034875,Ralf H. Reussner,,
books/daglib/0034875,Bernhard Rumpe,,0000-0002-2147-1966
books/daglib/0028528,Wolfgang Minker,,
books/daglib/0028528,Gary Geunbae Lee,,
books/daglib/0028528,Satoshi Nakamura,,
books/daglib/0028528,Joseph Mariani,,
books/daglib/0023900,Ivan Mistrík,,
books/daglib/0023900,André van der Hoek,,
books/daglib/0023900,John Grundy,,0000-0003-4928-7076
books/daglib/0023900,Jim Whitehead,,
books/daglib/0027798,Matthias Dehmer,,
books/daglib/0027798,Frank Emmert-Streib,,
books/daglib/0027798,Alexander Mehler,,
books/daglib/0031935,Yoshinori Sagisaka,,
books/daglib/0031935,Nick Campbell,,
books/daglib/0031935,Norio Higuchi,,
books/daglib/0037714,Rudy Hirschheim,,
books/daglib/0037714,Armin Heinzl,,
books/daglib/0037714,Jens Dibbern,,
books/daglib/0025395,Torgeir Dingsøyr,,
books/daglib/0025395,Tore Dybå,,
books/daglib/0025395,Nils Brede Moe,,0000-0003-2669-0778
books/daglib/0032363,Alexander Romanovsky,,
books/daglib/0032363,Martyn Thomas,,
books/daglib/0026838,Eric Pardede,,
books/daglib/0028466,Joaquim A. Jorge,,0000-0001-5441-4637
books/daglib/0028466,Faramarz Samavati,,
books/daglib/0026706,Johan van Benthem,,
books/daglib/0026706,Amitabha Gupta,,
books/daglib/0026706,Rohit Parikh,,
books/daglib/0028910,Youssef Hamadi,,
books/daglib/0028910,Eric Monfroy,,
books/daglib/0028910,Frédéric Saubion,,
books/daglib/0028268,Thomas B. Moeslund,,
books/daglib/0028268,Adrian Hilton,,
books/daglib/0028268,Volker Krüger,,
books/daglib/0028268,Leonid Sigal,,
books/daglib/0041031,Gene W. Yeo,,
books/mit/BishopHBB2003,Ann Peterson Bishop,,
books/mit/BishopHBB2003,Nancy A. Van House,,
books/mit/BishopHBB2003,Barbara P. Buttenfield,,
books/mit/FayyadPSU96,Usama M. Fayyad,,
books/mit/FayyadPSU96,Gregory Piatetsky-Shapiro,,
books/mit/FayyadPSU96,Padhraic Smyth,,
books/mit/FayyadPSU96,Ramasamy Uthurusamy,,
books/mit/ShriverW87,Bruce D. Shriver,,
books/mit/ShriverW87,Peter Wegner,,
books/mit/PiatetskyF91,Gregory Piatetsky-Shapiro,,
books/mit/PiatetskyF91,William J. Frawley,,
books/mit/PapazoglouST2000,Mike P. Papazoglou,,
books/mit/PapazoglouST2000,Stefano Spaccapietra,,
books/mit/PapazoglouST2000,Zahir Tari,,
books/aw/KimL89,Won Kim,,
books/aw/KimL89,Frederick H. Lochovsky,,
books/aw/Stonebraker86,Michael Stonebraker,,
books/sp/GL2015,Aris Gkoulalas-Divanis,,
books/sp/GL2015,Grigorios Loukides,,
books/sp/IQF2002,Armin Iske,,
books/sp/IQF2002,Ewald Quak,,
books/sp/IQF2002,Michael S. Floater,,
books/sp/BS2016,Stefan Biffl,,
books/sp/BS2016,Marta Sabou,,
books/sp/2016L,Newton Lee,,
books/sp/2014GL,Aris Gkoulalas-Divanis,,
books/sp/2014GL,Abderrahim Labbi,,
books/sp/SSW2015,Andreas S. Schulz,,
books/sp/SSW2015,Martin Skutella,,
books/sp/SSW2015,Sebastian Stiller,,
books/sp/SSW2015,Dorothea Wagner,,
books/sp/yawl10,Arthur H. M. ter Hofstede,,
books/sp/yawl10,Wil M. P. van der Aalst,,
books/sp/yawl10,Michael Adams,,
books/sp/yawl10,Nick Russell,,
books/sp/ApersBH97,Peter M. G. Apers,,
books/sp/ApersBH97,Henk M. Blanken,,
books/sp/ApersBH97,Maurice A. W. Houtsma,,
books/sp/WooldridgeV99,Michael Wooldridge,,
books/sp/WooldridgeV99,Manuela M. Veloso,,
books/sp/dppw2010,Serge Gutwirth,,
books/sp/dppw2010,Yves Poullet,,
books/sp/dppw2010,Paul De Hert,,
books/sp/TeschkeWW11,Olaf Teschke,,
books/sp/TeschkeWW11,Bernd Wegner,,
books/sp/TeschkeWW11,Dirk Werner,,
books/sp/ACJ2016,Craig Anslow,,
books/sp/ACJ2016,Pedro F. Campos,,
books/sp/ACJ2016,Joaquim A. Jorge,,
books/sp/PJ2007,Milan Petkovic,,
books/sp/PJ2007,Willem Jonker,,
books/sp/SS2014,Onn Shehory,,
books/sp/SS2014,Arnon Sturm,,
books/sp/NECS05,Dimitrios Hristu-Varsakelis,,
books/sp/NECS05,William S. Levine,,
books/sp/cs11,Edward K. Blum,,
books/sp/cs11,Alfred V. Aho,,
books/sp/conflicts2000,Heinz Jürgen Müller,,
books/sp/conflicts2000,Rose Dieng,,
books/sp/HL2015,Arjen Hommersom,,
books/sp/HL2015,Peter J. F. Lucas,,
books/sp/Koc2009,Çetin Kaya Koç,,
books/sp/LMTT2011,Mihai Lupu,,
books/sp/LMTT2011,Katja Mayer,,
books/sp/LMTT2011,John Tait,,
books/sp/LMTT2011,Anthony J. Trippe,,0000-0003-2228-9725
books/sp/JonesG96,Karen Sparck Jones,,
books/sp/JonesG96,Julia Rose Galliers,,
books/sp/voecking11,Berthold Vöcking,,
books/sp/voecking11,Helmut Alt,,
books/sp/voecking11,Martin Dietzfelbinger,,0000-0001-5484-3474
books/sp/voecking11,Rüdiger Reischuk,,
books/sp/voecking11,Christian Scheideler,,
books/sp/voecking11,Heribert Vollmer,,
books/sp/voecking11,Dorothea Wagner,,
books/sp/FS2008,Leila De Floriani,,
books/sp/FS2008,Michela Spagnuolo,,
books/sp/KKMZ2017,Samuel Kounev,,
books/sp/KKMZ2017,Jeffrey O. Kephart,,
books/sp/KKMZ2017,Aleksandar Milenkoski,,
books/sp/KKMZ2017,Xiaoyun Zhu,,
books/sp/bpm2015,Jan vom Brocke,,
books/sp/bpm2015,Theresa Schmiedel,,
books/sp/OK2014,Judith S. Olson,,
books/sp/OK2014,Wendy A. Kellogg,,
books/sp/WDBP2017,Benjamin Weyers,,
books/sp/WDBP2017,Judy Bowen,,
books/sp/WDBP2017,Alan Dix,,
books/sp/WDBP2017,Philippe A. Palanque,,
books/sp/SQW2006,James G. Shanahan,,
books/sp/SQW2006,Yan Qu,,
books/sp/SQW2006,Janyce Wiebe,,
books/sp/SMD2014,Paolo Spagnolo,,
books/sp/SMD2014,Pier Luigi Mazzeo,,
books/sp/SMD2014,Cosimo Distante,,
books/sp/BM2016,Matteo Bianchi 0002,,
books/sp/BM2016,Alessandro Moscatelli,,0000-0001-6269-4536
books/sp/hubner11,Michael Hübner,,
books/sp/hubner11,Jürgen Becker,,
books/sp/securecloud2014,Sushil Jajodia,,
books/sp/securecloud2014,Krishna Kant,,
books/sp/securecloud2014,Pierangela Samarati,,
books/sp/securecloud2014,Anoop Singhal,,
books/sp/securecloud2014,Vipin Swarup,,
books/sp/securecloud2014,Cliff Wang,,
books/sp/GoosWEB83,Gerhard Goos,,
books/sp/GoosWEB83,William A. Wulf,,
books/sp/GoosWEB83,Arthur Evans Jr.,,
books/sp/GoosWEB83,Kenneth J. Butler,,
books/sp/RMK2017,James M. Rehg,,
books/sp/RMK2017,Susan A. Murphy,,
books/sp/RMK2017,Santosh Kumar 0001,,
books/sp/social11,Charu C. Aggarwal,,
books/sp/Ka2014,Péter Kacsuk,,
books/sp/2014F,Yun Fu,,
books/sp/fortino2014,Giancarlo Fortino,,
books/sp/fortino2014,Paolo Trunfio,,
books/sp/wsf2014,Athman Bouguettaya,,
books/sp/wsf2014,Quan Z. Sheng,,0000-0002-3326-4147
books/sp/wsf2014,Florian Daniel,,
books/sp/PVGW2017,Jeff Z. Pan,,
books/sp/PVGW2017,Guido Vetere,,
books/sp/PVGW2017,José Manuél Gómez-Pérez,,
books/sp/PVGW2017,Honghan Wu,,0000-0002-0213-5668
books/sp/GeroimenkoC02,Vladimir Geroimenko,,
books/sp/GeroimenkoC02,Chaomei Chen,,
books/sp/CV2017,Stephen J. Cowley,,
books/sp/CV2017,Frédéric Vallée-Tourangeau,,
books/sp/Patton99,Norman W. Paton,,
books/sp/FrankeNR03,Jürgen Franke 0003,,
books/sp/FrankeNR03,Gholamreza Nakhaeizadeh,,
books/sp/FrankeNR03,Ingrid Renz,,
books/sp/bruni11,Renato Bruni,,
books/sp/Juenger04,Michael Jünger,,
books/sp/Juenger04,Petra Mutzel,,
books/sp/Schoder2002,Detlef Schoder,,
books/sp/Schoder2002,Kai Fischbach,,
books/sp/Schoder2002,René Teichmann,,
books/sp/MM2014,Konstantinos Markantonakis,,
books/sp/MM2014,Keith Mayes,,
books/sp/LockemannS87,Peter C. Lockemann,,
books/sp/LockemannS87,Joachim W. Schmidt,,
books/sp/StaabS04,Steffen Staab,,
books/sp/StaabS04,Rudi Studer,,
books/sp/Y2014,Guang-Zhong Yang,,
books/sp/goldreich11,Oded Goldreich,,
books/sp/SubrahmanianJ96,V. S. Subrahmanian,,
books/sp/SubrahmanianJ96,Sushil Jajodia,,
books/sp/BertholdH03,Michael R. Berthold,,
books/sp/BertholdH03,David J. Hand,,
books/sp/thalheim2015,Bernhard Thalheim,,
books/sp/thalheim2015,Klaus-Dieter Schewe,,
books/sp/thalheim2015,Andreas Prinz,,
books/sp/thalheim2015,Bruno Buchberger,,
books/sp/bellahsene11,Zohra Bellahsene,,
books/sp/bellahsene11,Angela Bonifati,,
books/sp/bellahsene11,Erhard Rahm,,
books/sp/Virgilio2009,Roberto De Virgilio,,
books/sp/Virgilio2009,Fausto Giunchiglia,,
books/sp/Virgilio2009,Letizia Tanca,,
books/sp/KimRB85,Won Kim,,
books/sp/KimRB85,David S. Reiner,,
books/sp/KimRB85,Don S. Batory,,
books/sp/MB2011,Massimo Melucci,,
books/sp/MB2011,Ricardo A. Baeza-Yates,,
books/sp/MMCL2016,Panos Markopoulos,,
books/sp/MMCL2016,Jean-Bernard Martens,,
books/sp/MMCL2016,Julian Malins,,
books/sp/MMCL2016,Karin Coninx,,
books/sp/MMCL2016,Aggelos Liapis,,
books/sp/byeon10,Ok-Hwan Byeon,,
books/sp/byeon10,Jang Hyuk Kwon,,
books/sp/byeon10,Thom H. Dunning,,
books/sp/byeon10,Kumwon Cho,,
books/sp/byeon10,Aurore Savoy-Navarro,,
books/sp/LacostePSW00,Gérard Lacoste,,
books/sp/LacostePSW00,Birgit Pfitzmann,,
books/sp/LacostePSW00,Michael Steiner,,
books/sp/LacostePSW00,Michael Waidner,,
books/sp/cinema2010,Rémi Ronfard,,
books/sp/cinema2010,Gabriel Taubin,,
books/sp/Desel01,Jörg Desel,,
books/sp/Vazirgiannis99,Michalis Vazirgiannis,,
books/sp/muller11,Christian Müller-Schloer,,
books/sp/muller11,Hartmut Schmeck,,
books/sp/muller11,Theo Ungerer,,
books/sp/edp2012,Serge Gutwirth,,
books/sp/edp2012,Ronald Leenes,,
books/sp/edp2012,Paul De Hert,,
books/sp/edp2012,Yves Poullet,,
books/sp/2014CH,Ming Chen 0005,,
books/sp/2014CH,Ralf Hofestädt,,
books/sp/OhsawaM03,Peter McBurney,,
books/sp/OhsawaM03,Yukio Ohsawa,,
books/sp/edp2013,Serge Gutwirth,,
books/sp/edp2013,Ronald Leenes,,
books/sp/edp2013,Paul De Hert,,
books/sp/edp2013,Yves Poullet,,
books/sp/Wang05,Jason Tsong-Li Wang,,
books/sp/Wang05,Mohammed Javeed Zaki,,
books/sp/Wang05,Hannu Toivonen,,
books/sp/Wang05,Dennis E. Shasha,,
books/sp/2015LBFIJ,Matthew Lombard,,
books/sp/2015LBFIJ,Frank A. Biocca,,
books/sp/2015LBFIJ,Jonathan Freeman,,
books/sp/2015LBFIJ,Wijnand A. IJsselsteijn,,
books/sp/2015LBFIJ,Rachel J. Schaevitz,,
books/sp/SR2009,Guillermo Ricardo Simari,,
books/sp/SR2009,Iyad Rahwan,,0000-0002-1796-4303
books/sp/ZS2017,Albert Y. Zomaya,,
books/sp/ZS2017,Sherif Sakr,,
books/sp/MBER2016,Rick McGeer,,
books/sp/MBER2016,Mark Berman,,
books/sp/MBER2016,Chip Elliott,,
books/sp/MBER2016,Robert Ricci,,
books/sp/2016KMM,Dimitris Karagiannis,,
books/sp/2016KMM,Heinrich C. Mayr,,
books/sp/2016KMM,John Mylopoulos,,
books/sp/VGV2012,Roberto De Virgilio,,
books/sp/VGV2012,Francesco Guerra 0001,,
books/sp/VGV2012,Yannis Velegrakis,,
books/sp/M2017,Eduardo Reck Miranda,,
books/sp/platzner10,Marco Platzner,,
books/sp/platzner10,Jürgen Teich,,
books/sp/platzner10,Norbert Wehn,,
books/sp/RW2014,Günther Ruhe,,
books/sp/RW2014,Claes Wohlin,,0000-0003-0460-5253
books/sp/wolter12,Katinka Wolter,,
books/sp/wolter12,Alberto Avritzer,,
books/sp/wolter12,Marco Vieira,,
books/sp/wolter12,Aad P. A. van Moorsel,,
books/sp/CKMS2015,Hana Chockler,,
books/sp/CKMS2015,Daniel Kroening,,0000-0002-6681-5283
books/sp/CKMS2015,Leonardo Mariani,,
books/sp/CKMS2015,Natasha Sharygina,,0000-0002-8872-4913
books/sp/CM2016,Jeff Collmann,,
books/sp/CM2016,Sorin Adam Matei,,
books/sp/RobertsMV96,James W. Roberts,,
books/sp/RobertsMV96,Ugo Mocci,,
books/sp/RobertsMV96,Jorma T. Virtamo,,
books/sp/ZMLHT2016,Ning Zhong 0001,,
books/sp/ZMLHT2016,Jianhua Ma,,
books/sp/ZMLHT2016,Jiming Liu 0001,,
books/sp/ZMLHT2016,Runhe Huang,,
books/sp/ZMLHT2016,Xiaohui Tao,,
books/sp/guerrieri2016,Antonio Guerrieri,,
books/sp/guerrieri2016,Valeria Loscrì,,
books/sp/guerrieri2016,Anna Rovella,,
books/sp/guerrieri2016,Giancarlo Fortino,,
books/sp/zheng11,Yu Zheng 0004,,
books/sp/zheng11,Xiaofang Zhou,,
books/sp/B2016,Thirimachos Bourlai,,
books/sp/BolcJ86,Leonard Bolc,,
books/sp/BolcJ86,Matthias Jarke,,
books/sp/plgrid12,Marian Bubak,,
books/sp/plgrid12,Tomasz Szepieniec,,
books/sp/plgrid12,Kazimierz Wiatr,,
books/sp/Me2016,David Meredith 0001,,
books/sp/rsse2014,Martin P. Robillard,,
books/sp/rsse2014,Walid Maalej,,
books/sp/rsse2014,Robert J. Walker,,0000-0002-0953-6907
books/sp/rsse2014,Thomas Zimmermann 0001,,
books/sp/BosselaersP95,Antoon Bosselaers,,
books/sp/BosselaersP95,Bart Preneel,,
books/sp/BerquistB96,Kim Berquist,,
books/sp/BerquistB96,Andrew Berquist,,
books/sp/TaftDBP01,S. Tucker Taft,,
books/sp/TaftDBP01,Robert A. Duff,,
books/sp/TaftDBP01,Randall Brukardt,,
books/sp/TaftDBP01,Erhard Plödereder,,
books/sp/Alefeld2001,Götz Alefeld,,
books/sp/Alefeld2001,Jiri Rohn,,
books/sp/Alefeld2001,Siegfried M. Rump,,
books/sp/Alefeld2001,Tetsuro Yamamoto,,
books/sp/CStoday1995,Jan van Leeuwen,,
books/sp/variability2013,Rafael Capilla,,
books/sp/variability2013,Jan Bosch,,
books/sp/variability2013,Kyo Chul Kang,,
books/sp/Taft97,S. Tucker Taft,,
books/sp/Taft97,Robert A. Duff,,
books/sp/DFS2005,Neil A. Dodgson,,0000-0001-7649-8528
books/sp/DFS2005,Michael S. Floater,,
books/sp/DFS2005,Malcolm A. Sabin,,
books/sp/CiobanuR04,Gabriel Ciobanu,,
books/sp/CiobanuR04,Grzegorz Rozenberg,,
books/sp/mining12,Charu C. Aggarwal,,
books/sp/mining12,ChengXiang Zhai,,
books/sp/2016N,Toyoaki Nishida,,
books/sp/webDyn04,Mark Levene,,
books/sp/webDyn04,Alexandra Poulovassilis,,
books/sp/chiong12,Raymond Chiong,,
books/sp/chiong12,Thomas Weise,,
books/sp/chiong12,Zbigniew Michalewicz,,
books/sp/FGMS2018,Sergio Flesca,,
books/sp/FGMS2018,Sergio Greco,,
books/sp/FGMS2018,Elio Masciari,,
books/sp/FGMS2018,Domenico Saccà,,
books/sp/Ausnit97,Christine Ausnit-Hood,,
books/sp/Ausnit97,Kent A. Johnson,,
books/sp/Ausnit97,Robert G. Pettit IV,,
books/sp/Ausnit97,Steven B. Opdahl,,
books/sp/plgrid14,Marian Bubak,,
books/sp/plgrid14,Jacek Kitowski,,
books/sp/plgrid14,Kazimierz Wiatr,,
books/sp/aws2014,Athman Bouguettaya,,
books/sp/aws2014,Quan Z. Sheng,,0000-0002-3326-4147
books/sp/aws2014,Florian Daniel,,
books/sp/stdesign2014,Klaus David,,
books/sp/stdesign2014,Kurt Geihs,,
books/sp/stdesign2014,Jan Marco Leimeister,,
books/sp/stdesign2014,Alexander Roßnagel,,
books/sp/stdesign2014,Ludger Schmidt,,
books/sp/stdesign2014,Gerd Stumme,,
books/sp/stdesign2014,Arno Wacker,,
books/sp/fiore11,Sandro Fiore,,
books/sp/fiore11,Giovanni Aloisio,,
books/sp/fpm2014,Charu C. Aggarwal,,
books/sp/fpm2014,Jiawei Han 0001,,
books/sp/HML2017,Allan Hanbury,,
books/sp/HML2017,Henning Müller,,
books/sp/HML2017,Georg Langs,,
books/sp/GAP2014,Nigel Gilbert,,
books/sp/GAP2014,Petra Ahrweiler,,
books/sp/GAP2014,Andreas Pyka,,
books/sp/DM2005,Oded Maimon,,
books/sp/DM2005,Lior Rokach,,
books/sp/spes2016,Klaus Pohl,,
books/sp/spes2016,Manfred Broy,,
books/sp/spes2016,Heinrich Daembkes,,
books/sp/spes2016,Harald Hönninger,,
books/sp/2013MT,Walid Maalej,,
books/sp/2013MT,Anil Kumar Thurimella,,
books/sp/BBL2017,Steffen Becker,,
books/sp/BBL2017,Gunnar Brataas,,
books/sp/BBL2017,Sebastian Lehrig,,
books/sp/sensoria11,Martin Wirsing,,
books/sp/sensoria11,Matthias M. Hölzl,,
books/sp/CSMP2015,Francesco Colace,,
books/sp/CSMP2015,Massimo De Santo,,
books/sp/CSMP2015,Vincenzo Moscato,,
books/sp/CSMP2015,Antonio Picariello,,
books/sp/CSMP2015,Fabio A. Schreiber,,
books/sp/CSMP2015,Letizia Tanca,,
books/sp/K2014,Çetin Kaya Koç,,
books/sp/C2009,Longbing Cao,,
books/sp/2015LKJK,Gary Geunbae Lee,,
books/sp/2015LKJK,Hong Kook Kim,,
books/sp/2015LKJK,Minwoo Jeong,,
books/sp/2015LKJK,Ji-Hwan Kim,,
books/sp/map05,Rafael H. Bordini,,
books/sp/map05,Mehdi Dastani,,
books/sp/map05,Jürgen Dix,,
books/sp/map05,Amal El Fallah-Seghrouchni,,
books/sp/Trends1986,J. W. de Bakker,,
books/sp/Trends1986,Willem P. de Roever,,
books/sp/Trends1986,Grzegorz Rozenberg,,
books/sp/IMP2017,Marinos Ioannides,,
books/sp/IMP2017,Nadia Magnenat-Thalmann,,
books/sp/IMP2017,George Papagiannakis,,
books/sp/BethFS92,Thomas Beth,,
books/sp/BethFS92,Markus Frisch,,
books/sp/BethFS92,Gustavus J. Simmons,,
books/sp/HBO2017,Michael G. Hinchey,,
books/sp/HBO2017,Jonathan P. Bowen,,
books/sp/HBO2017,Ernst-Rüdiger Olderog,,
books/sp/BO2012,Alistair P. Barros,,
books/sp/BO2012,Daniel Oberle,,
books/sp/pohl12,Klaus Pohl,,
books/sp/pohl12,Harald Hönninger,,
books/sp/pohl12,Reinhold Achatz,,
books/sp/pohl12,Manfred Broy,,
books/sp/BidoitKLOS91,Michel Bidoit,,
books/sp/BidoitKLOS91,Hans-Jörg Kreowski,,
books/sp/BidoitKLOS91,Pierre Lescanne,,
books/sp/BidoitKLOS91,Fernando Orejas,,
books/sp/BidoitKLOS91,Donald Sannella,,
