PUBLISHER_KEY,PUBLISHER_NAME,PUBLISHER_HREF
conf/modelsward/2016,SciTePress,
conf/modelsward/2013,SciTePress,
conf/modelsward/2017,SciTePress,
conf/modelsward/2014,SciTePress,
conf/modelsward/2015,SciTePress,
conf/modelsward/2016amaretto,SciTePress,
conf/reading/2004,Springer,
conf/colognet/2002,Springer,
conf/cicsyn/2009,IEEE Computer Society,
conf/cicsyn/2012,IEEE,
conf/cicsyn/2011,IEEE Computer Society,
conf/cicsyn/2013,IEEE,
conf/cicsyn/2014,IEEE,
conf/cicsyn/2015,IEEE,
conf/cicsyn/2010,IEEE Computer Society,
conf/cibcb/2009,IEEE,
conf/cibcb/2012,IEEE,
conf/cibcb/2011,IEEE,
conf/cibcb/2008,IEEE,
conf/cibcb/2005,IEEE,
conf/cibcb/2016,IEEE,
conf/cibcb/2006,IEEE,
conf/cibcb/2007,IEEE,
conf/cibcb/2013,IEEE,
conf/cibcb/2014,IEEE,
conf/cibcb/2015,IEEE,
conf/cibcb/2010,IEEE,
conf/cibcb/2004,IEEE,
conf/psb/2012,World Scientific Publishing,
conf/psb/2011,World Scientific Publishing,
conf/psb/2008,World Scientific,
conf/psb/2005,World Scientific,
conf/psb/2006,World Scientific,
conf/psb/2007,World Scientific,
conf/psb/2013,World Scientific Publishing,
conf/psb/2010,World Scientific Publishing,
conf/psb/2004,World Scientific,
conf/ecoop/2014ple,ACM,
conf/ecoop/1987,Springer,
conf/ecoop/2013scala,ACM,
conf/ecoop/1988,Springer,
conf/ecoop/2008ramse,Fakultät für Informatik Universität Magdeburg,
conf/ecoop/2009icooolps,ACM,
conf/ecoop/2004ramse,Fakultät für Informatik Universität Magdeburg,
conf/ecoop/2007ramse,Fakultät für Informatik Universität Magdeburg,
conf/ecoop/1999,Springer,
conf/ecoop/2015ftfjp,ACM,
conf/ecoop/2011icooolps,ACM,
conf/ecoop/2009,Springer,
conf/ecoop/1998,Springer,
conf/ecoop/2003,Springer,
conf/ecoop/2011cop,ACM,
conf/ecoop/2001,Springer,
conf/ecoop/2010ramse,ACM,
conf/ecoop/1993,Springer,
conf/ecoop/2006ramse,Fakultät für Informatik Universität Magdeburg,
conf/ecoop/1989,Cambridge University Press,
conf/ecoop/2016pmldc,ACM,
conf/ecoop/1991,Springer,
conf/ecoop/2009cop,ACM,
conf/ecoop/2013ftfjp,ACM,
conf/ecoop/2012ftfjp,ACM,
conf/ecoop/2013cop,ACM,
conf/ecoop/2012,Springer,
conf/ecoop/2011,Springer,
conf/ecoop/2008,Springer,
conf/ecoop/2013icooolps,ACM,
conf/ecoop/2009ftfjp,ACM,
conf/ecoop/2012ramse,ACM,
conf/ecoop/2005,Springer,
conf/ecoop/2002,Springer,
conf/ecoop/1994,Springer,
conf/ecoop/2015maspeghi,ACM,
conf/ecoop/2009ramse,ACM,
conf/ecoop/2012cop,ACM,
conf/ecoop/2013acme,ACM,
conf/ecoop/2014cop,ACM,
conf/ecoop/2013sesos,ACM,
conf/ecoop/2014plas,ACM,
conf/ecoop/2013pmde,ACM,
conf/ecoop/2001fics,University of Karlsruhe Institut für Programmstrukturen und Datenorganisation,
conf/ecoop/2010cop,ACM,
conf/ecoop/2015icooolps,ACM,
conf/ecoop/2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,
conf/ecoop/2011ftfjp,ACM,
conf/ecoop/2013coompl,ACM,
conf/ecoop/2013globaldsl,ACM,
conf/ecoop/2006,Springer,
conf/ecoop/2015cop,ACM,
conf/ecoop/2015plas,ACM,
conf/ecoop/2010ftfjp,ACM,
conf/ecoop/2005ramse,Fakultät für Informatik Universität Magdeburg,
conf/ecoop/2007,Springer,
conf/ecoop/2000,Springer,
conf/ecoop/2016ftfjp,ACM,
conf/ecoop/2014icooolps,ACM,
conf/ecoop/1995,Springer,
conf/ecoop/97,Springer,
conf/ecoop/2013,Springer,
conf/ecoop/2016icooolps,ACM,
conf/ecoop/2017,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,
conf/ecoop/2014,Springer,
conf/ecoop/2015,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,
conf/ecoop/2014scala,ACM,
conf/ecoop/2010icooolps,ACM,
conf/ecoop/2010,Springer,
