CITE_KEY,CITE_NAME,CITE_LABEL,CITE_REF
books/ol/Lang03,journals/spe/Horspool80,Ho,
books/ol/Lang03,...,Hr,
books/ol/Lang03,...,HS,
books/ol/Lang03,...,Hu,
books/ol/Lang03,...,Ju,
books/ol/Lang03,journals/siamcomp/KnuthMP77,KMP,
books/ol/Lang03,books/aw/Knuth73,Kn,
books/ol/Lang03,...,Ko,
books/ol/Lang03,journals/ibmrd/KarpR87,KR,
books/ol/Lang03,journals/acta/Kunde87,Ku,
books/ol/Lang03,...,La,
books/ol/Lang03,books/ph/LewisP81,LP,
books/ol/Lang03,journals/tc/LangSSS85,LSSS,
books/ol/Lang03,...,Me,
books/ol/Lang03,journals/algorithmica/MarbergG88,MG,
books/ol/Lang03,...,OW,
books/ol/Lang03,...,Pr,
books/ol/Lang03,...,Pri,
books/ol/Lang03,...,PS,
books/ol/Lang03,...,RF,
books/ol/Lang03,journals/cacm/RivestSA78,RSA,
books/ol/Lang03,...,SchB,
books/ol/Lang03,...,Schi,
books/ol/Lang03,...,Schö,
books/ol/Lang03,...,Schö2,
books/ol/Lang03,journals/tc/SchersonS89,SchS,
books/ol/Lang03,conf/stoc/SchnorrS86,SchSh,
books/ol/Lang03,books/aw/Sedgewick88,Se,
books/ol/Lang03,conf/esa/Sedgewick96,Se2,
books/ol/Lang03,journals/cacm/Shell59,Sh,
books/ol/Lang03,journals/cacm/Sunday90,Su,
books/ol/Lang03,journals/cacm/ThompsonK77,TK,
books/ol/Lang03,...,Tu,
books/ol/Lang03,journals/jacm/Warshall62,Wa,
books/ol/Lang03,...,We,
books/ol/Lang03,journals/tcs/Wegener93,Weg,
books/ol/Lang03,...,Wei,
books/ol/Lang03,...,Wi,
books/ol/Lang03,journals/cacm/WuM92,WM,
books/aw/BernsteinHG87,conf/sigmod/AcharyaB85,Acharya Buckley 85,
books/aw/BernsteinHG87,...,Agrawal et al. 86,
books/aw/BernsteinHG87,conf/sigmod/AgrawalCL85,Agrawal Carey Livny 85,
books/aw/BernsteinHG87,conf/sigmod/AgrawalD85,Agrawal DeWitt 85a,
books/aw/BernsteinHG87,journals/tods/AgrawalD85,Agrawal DeWitt 85b,
books/aw/BernsteinHG87,conf/podc/AllchinM83,Allchin McKendry 83,
books/aw/BernsteinHG87,conf/icse/AlsbergD76,Alsberg Day 76a,
books/aw/BernsteinHG87,...,Alsberg et al. 76b,
books/aw/BernsteinHG87,...,Anderson Lee 81,
books/aw/BernsteinHG87,conf/vldb/AndlerDEHKMW82,Andler et al. 82,
books/aw/BernsteinHG87,journals/tse/AttarBG84,Attar Bernstein Goodman 84,
books/aw/BernsteinHG87,...,Badal 79,
books/aw/BernsteinHG87,conf/ddb/Badal80,Badal 80a,
books/aw/BernsteinHG87,conf/vldb/Badal80,Badal 80b,
books/aw/BernsteinHG87,conf/berkeley/Badal81,Badal 81,
books/aw/BernsteinHG87,conf/berkeley/BadalP78,Badal Popek 78,
books/aw/BernsteinHG87,conf/podc/BalterBD82,Balter Berard Decitre 82,
books/aw/BernsteinHG87,conf/srds/BarbaraG84,Barbara Garcia-Molina 84,
books/aw/BernsteinHG87,...,Barlett 82,
books/aw/BernsteinHG87,conf/ifip/Bayer83,Bayer 83,
books/aw/BernsteinHG87,conf/vldb/BayerEHR80,Bayer et al. 80a,
books/aw/BernsteinHG87,journals/tods/BayerHR80,Bayer Heller Reiser 80b,
books/aw/BernsteinHG87,journals/acta/BayerM72,Bayer McCreight 72,
books/aw/BernsteinHG87,journals/acta/BayerS77,Bayer Schkolnick 77,
books/aw/BernsteinHG87,conf/podc/BeeriBG83,Beeri et al. 83,
books/aw/BernsteinHG87,conf/vldb/BeeriO81,Beeri Obermarck 81,
books/aw/BernsteinHG87,...,Belford Schwartz Sluizer 76,
books/aw/BernsteinHG87,...,Ben-Ari 82,
books/aw/BernsteinHG87,journals/tse/BernsteinRGP78,Bernstein et al. 78,
books/aw/BernsteinHG87,...,Bernstein Goodman 79,
books/aw/BernsteinHG87,journals/csur/BernsteinG81,Bernstein Goodman 81,
books/aw/BernsteinHG87,conf/vldb/BernsteinG82,Bernstein Goodman 82,
books/aw/BernsteinHG87,journals/tods/BernsteinG83,Bernstein Goodman 83,
books/aw/BernsteinHG87,journals/tods/BernsteinG84,Bernstein Goodman 84,
books/aw/BernsteinHG87,journals/jcss/BernsteinG85,Bernstein Goodman 86a,
books/aw/BernsteinHG87,journals/dc/BernsteinG87,Bernstein Goodman 86b,
books/aw/BernsteinHG87,conf/ifip/BernsteinGH83,Bernstein Goodman Hadzilacos 83,
books/aw/BernsteinHG87,journals/tse/BernsteinGL83,Bernstein Goodman Lai 83,
books/aw/BernsteinHG87,journals/tods/BernsteinS80,Bernstein Shipman 80,
books/aw/BernsteinHG87,journals/tods/BernsteinSR80,Bernstein Shipman Rothnie 80,
books/aw/BernsteinHG87,journals/tse/BernsteinSW79,Bernstein Shipman Wong 79,
books/aw/BernsteinHG87,...,Bhargava 82,
books/aw/BernsteinHG87,...,Birman 86,
books/aw/BernsteinHG87,conf/srds/BirmanJRA84,Birman et al. 84,
books/aw/BernsteinHG87,...,Bjork 73,
books/aw/BernsteinHG87,...,Bjork Davis 72,
books/aw/BernsteinHG87,journals/sigops/BlasgenGMP79,Blasgen et al. 79,
books/aw/BernsteinHG87,...,Blaustein et al. 83,
books/aw/BernsteinHG87,conf/vldb/Borr81,Borr 81,
books/aw/BernsteinHG87,conf/vldb/BreitwieserK79,Breitwieser Kersen 79,
books/aw/BernsteinHG87,conf/podc/BreitwieserL82,Breitwieser Leszak 82,
books/aw/BernsteinHG87,conf/srds/BriaticoCS84,Briatico Ciuffoletti Simoncini 84,
books/aw/BernsteinHG87,...,Brinch Hansen 73,
books/aw/BernsteinHG87,conf/pods/BuckleyS84,Buckley Silberschatz 84,
books/aw/BernsteinHG87,conf/pods/Carey83,Carey 83,
books/aw/BernsteinHG87,conf/vldb/CareyS84,Carey Stonebraker 84,
books/aw/BernsteinHG87,books/sp/Casanova81,Casanova 81,
books/aw/BernsteinHG87,journals/acta/CasanovaB80,Casanova Bernstein 80,
books/aw/BernsteinHG87,conf/pods/CasanovaMT85,Casanova Moura Tucherman 85,
books/aw/BernsteinHG87,conf/berkeley/CeriO82,Ceri Owicki 82,
books/aw/BernsteinHG87,books/mg/CeriP84,Ceri Pelagatti 84,
books/aw/BernsteinHG87,conf/ifip/ChamberlinBT74,Chamberlin Boyce Traiger 74,
books/aw/BernsteinHG87,conf/sigmod/ChanFLNR82,Chan et al. 82,
books/aw/BernsteinHG87,journals/tse/ChanG85,Chan Gray 85,
books/aw/BernsteinHG87,...,Chan Skeen 86,
books/aw/BernsteinHG87,journals/tocs/ChandyL85,Chandy Lamport 85,
books/aw/BernsteinHG87,conf/podc/ChandyM82,Chandy Misra 82,
books/aw/BernsteinHG87,journals/tocs/ChandyMH83,Chandy Misra Haas 83,
books/aw/BernsteinHG87,conf/vldb/Cheng80,Cheng Belford 80,
books/aw/BernsteinHG87,conf/berkeley/ChengB82,Cheng Belford 82,
books/aw/BernsteinHG87,journals/cacm/ChesnaisGM83,Chesnais Gelenbe Mitrani 83,
books/aw/BernsteinHG87,conf/podc/CheungK85,Cheung Kameda 85,
books/aw/BernsteinHG87,conf/pods/ChinR83,Chin Ramarao 83,
books/aw/BernsteinHG87,...,Chu Ohlmacher 74,
books/aw/BernsteinHG87,journals/csur/CoffmanES71,Coffman Elphick Shoshani 71,
books/aw/BernsteinHG87,,Coffman 81,
books/aw/AbiteboulHV95,...,57391,
books/aw/AbiteboulHV95,...,69392,
books/aw/AbiteboulHV95,journals/tods/AstrahanBCEGGKLMMPTWW76,A+76,
books/aw/AbiteboulHV95,books/bc/AtzeniA93,AA93,
books/aw/AbiteboulHV95,journals/tcs/AtzeniABM82,AABM82,
books/aw/AbiteboulHV95,journals/jcss/AbiteboulB86,AB86,
books/aw/AbiteboulHV95,journals/csur/AtkinsonB87,AB87a,
books/aw/AbiteboulHV95,conf/pods/AtzeniB87,AB87b,
books/aw/AbiteboulHV95,journals/vldb/AbiteboulB95,AB88,
books/aw/AbiteboulHV95,conf/sigmod/AbiteboulB91,AB91,
books/aw/AbiteboulHV95,conf/dood/AtkinsonBDDMZ89,ABD+89,
books/aw/AbiteboulHV95,conf/vldb/AlbanoBGO93,ABGO93,
books/aw/AbiteboulHV95,...,Abi83,
books/aw/AbiteboulHV95,conf/icdt/Abiteboul88,Abi88,
books/aw/AbiteboulHV95,journals/ipl/Abiteboul89,Abi89,
books/aw/AbiteboulHV95,conf/ds/Abrial74,Abr74,
books/aw/AbiteboulHV95,journals/tods/AhoBU79,ABU79,
books/aw/AbiteboulHV95,books/mk/minker88/AptBW88,ABW88,
books/aw/AbiteboulHV95,conf/vldb/AroraC78,AC78,
books/aw/AbiteboulHV95,conf/stoc/AfratiC89,AC89,
books/aw/AbiteboulHV95,journals/tods/AlbanoCO85,ACO85,
books/aw/AbiteboulHV95,conf/pods/AfratiCY91,ACY91,
books/aw/AbiteboulHV95,conf/pods/AusielloDM85,ADM85,
books/aw/AbiteboulHV95,conf/vldb/AbiteboulG85,AG85,
books/aw/AbiteboulHV95,journals/jacm/AjtaiG87,AG87,
books/aw/AbiteboulHV95,conf/focs/AjtaiG89,AG89,
books/aw/AbiteboulHV95,journals/tods/AbiteboulG91,AG91,
books/aw/AbiteboulHV95,...,AGM85,
books/aw/AbiteboulHV95,...,AGSS86,
books/aw/AbiteboulHV95,journals/tods/AbiteboulH87,AH87,
books/aw/AbiteboulHV95,conf/sigmod/AbiteboulH88,AH88,
books/aw/AbiteboulHV95,...,AH91,
books/aw/AbiteboulHV95,conf/sigmod/AbiteboulK89,AK89,
books/aw/AbiteboulHV95,journals/tcs/AbiteboulKG91,AKG91,
books/aw/AbiteboulHV95,journals/jcss/AbiteboulKRW95,AKRW92,
books/aw/AbiteboulHV95,conf/sigmod/AbiteboulLUW93,ALUW93,
books/aw/AbiteboulHV95,conf/pods/AtzeniP82,AP82,
books/aw/AbiteboulHV95,conf/pods/AfratiP87,AP87a,
books/aw/AbiteboulHV95,conf/pods/AptP87,AP87b,
books/aw/AbiteboulHV95,conf/wg/AndriesP91,AP92,
books/aw/AbiteboulHV95,conf/pods/AfratiPPRSU86,APP+86,
books/aw/AbiteboulHV95,books/el/leeuwen90/Apt90,Apt91,
books/aw/AbiteboulHV95,conf/ifip/Armstrong74,Arm74,
books/aw/AbiteboulHV95,journals/siamcomp/AhoSSU81,ASSU81,
books/aw/AbiteboulHV95,journals/tods/AhoSU79,ASU79a,
books/aw/AbiteboulHV95,journals/siamcomp/AhoSU79,ASU79b,
books/aw/AbiteboulHV95,conf/pods/AbiteboulSV90,ASV90,
books/aw/AbiteboulHV95,journals/is/AtzeniT93,AT93,
books/aw/AbiteboulHV95,conf/popl/AhoU79,AU79,
books/aw/AbiteboulHV95,conf/pods/AbiteboulV87,AV87,
books/aw/AbiteboulHV95,conf/jcdkb/AbiteboulV88,AV88a,
books/aw/AbiteboulHV95,journals/jacm/AbiteboulV88,AV88b,
books/aw/AbiteboulHV95,conf/pods/AbiteboulV88,AV88c,
books/aw/AbiteboulHV95,journals/jacm/AbiteboulV89,AV89,
books/aw/AbiteboulHV95,journals/jcss/AbiteboulV90,AV90,
books/aw/AbiteboulHV95,journals/jcss/AbiteboulV91,AV91a,
books/aw/AbiteboulHV95,conf/stoc/AbiteboulV91,AV91b,
books/aw/AbiteboulHV95,journals/amai/AbiteboulV91,AV91c,
books/aw/AbiteboulHV95,journals/jcss/AbiteboulV95,AV94,
books/aw/AbiteboulHV95,journals/jacm/AptE82,AvE82,
books/aw/AbiteboulHV95,conf/coco/AbiteboulVV92,AVV92,
books/aw/AbiteboulHV95,conf/iclp/AptB88,AW88,
books/aw/AbiteboulHV95,conf/oopsla/BobrowKKMSZ86,B+86,
books/aw/AbiteboulHV95,journals/tse/BatoryBGSTTW88,B+88,
books/aw/AbiteboulHV95,conf/mfcs/Bancilhon78,Ban78,
books/aw/AbiteboulHV95,...,Ban85,
books/aw/AbiteboulHV95,conf/db-workshops/Bancilhon85,Ban86,
books/aw/AbiteboulHV95,books/el/leeuwen90/Barendregt90,Bar63,
books/aw/AbiteboulHV95,...,Bar84,
books/aw/AbiteboulHV95,journals/tods/BeeriB79,BB79,
books/aw/AbiteboulHV95,books/el/leeuwen90/BerstelB90,BB91,
books/aw/AbiteboulHV95,conf/icdt/BeneventanoB92,BB92,
books/aw/AbiteboulHV95,conf/vldb/BernsteinBC80,BBC80,
books/aw/AbiteboulHV95,conf/vldb/BeeriBG78,BBG78,
books/aw/AbiteboulHV95,conf/sigmod/BorgidaBMR89,BBMR89,
books/aw/AbiteboulHV95,journals/tods/BunemanC79,BC79,
books/aw/AbiteboulHV95,journals/jacm/BernsteinC81,BC81,
books/aw/AbiteboulHV95,conf/dbpl/BancilhonCD89,BCD89,
books/aw/AbiteboulHV95,books/bc/tanselCGSS93/BaudinetCW93,BCW93,
books/aw/AbiteboulHV95,conf/sigmod/BiskupDB79,BDB79,
books/aw/AbiteboulHV95,journals/jacm/BeeriDFS84,BDFS84,
books/aw/AbiteboulHV95,books/mk/BancilhonDK92,BDK92,
books/aw/AbiteboulHV95,conf/edbt/BryDM88,BDM88,
books/aw/AbiteboulHV95,conf/pods/BunemanDW88,BDW88,
books/aw/AbiteboulHV95,journals/jcss/BunemanDW91,BDW91,
books/aw/AbiteboulHV95,journals/tods/Beeri80,Bee80,
books/aw/AbiteboulHV95,journals/dke/Beeri90,Bee90,
books/aw/AbiteboulHV95,...,Ber76a,
books/aw/AbiteboulHV95,journals/tods/Bernstein76,Ber76b,
books/aw/AbiteboulHV95,conf/lics/BidoitF87,BF87,
books/aw/AbiteboulHV95,journals/iandc/BidoitF91,BF88,
books/aw/AbiteboulHV95,conf/sigmod/BeeriFH77,BFH77,
books/aw/AbiteboulHV95,conf/stoc/BeeriFMMUY81,BFM+81,
books/aw/AbiteboulHV95,journals/jacm/BeeriFMY83,BFMY83,
books/aw/AbiteboulHV95,journals/tods/BunemanFN82,BFN82,
books/aw/AbiteboulHV95,journals/siamcomp/BernsteinG81,BG81,
books/aw/AbiteboulHV95,journals/iandc/BlassGK85,BGK85,
books/aw/AbiteboulHV95,conf/ijcai/BrachmanGL85,BGL85,
books/aw/AbiteboulHV95,journals/tods/BernsteinGWRR81,BGW+81,
books/aw/AbiteboulHV95,books/aw/BernsteinHG87,BHG87,
books/aw/AbiteboulHV95,...,Bid91a,
books/aw/AbiteboulHV95,journals/tcs/Bidoit91,Bid91b,
books/aw/AbiteboulHV95,journals/tcs/Biskup80,Bis80,
books/aw/AbiteboulHV95,conf/adbt/Biskup79,Bis81,
books/aw/AbiteboulHV95,journals/tods/Biskup83,Bis83,
books/aw/AbiteboulHV95,journals/tcs/BunemanJO91,BJO91,
books/aw/AbiteboulHV95,journals/tods/BeeriK86,BK86,
books/aw/AbiteboulHV95,conf/pods/BeeriKBR87,BKBR87,
books/aw/AbiteboulHV95,conf/icdt/BidoitL90,BL90,
books/aw/AbiteboulHV95,journals/csur/BatiniL86,BLN86,
books/aw/AbiteboulHV95,conf/sigmod/BlakeleyLT86,BLT86,
books/aw/AbiteboulHV95,conf/vldb/BeeriM91,BM91,
books/aw/AbiteboulHV95,conf/sigmod/BlakeleyMG93,BMG93,
books/aw/AbiteboulHV95,journals/siamcomp/BeeriMSU81,BMSU81,
books/aw/AbiteboulHV95,conf/pods/BancilhonMSU86,BMSU86,
books/aw/AbiteboulHV95,conf/pods/BeeriNRST87,BNR+87a,
books/aw/AbiteboulHV95,journals/software/Borgida85,Bor85,
books/aw/AbiteboulHV95,conf/icalp/BraP83,BP83,
books/aw/AbiteboulHV95,conf/fgcs/BalbinMR88,BPR87,
books/aw/AbiteboulHV95,...,BR80,
books/aw/AbiteboulHV95,conf/pods/BeeriR87,BR87a,
books/aw/AbiteboulHV95,journals/jlp/BalbinR87,BR87b,
books/aw/AbiteboulHV95,conf/sigmod/BancilhonR86,BR88a,
books/aw/AbiteboulHV95,books/mk/minker88/BancilhonR88,BR88b,
books/aw/AbiteboulHV95,journals/jlp/BeeriR91,BR91,
books/aw/AbiteboulHV95,conf/vldb/BancilhonRS82,BRS82,
books/aw/AbiteboulHV95,conf/pods/BeeriRSS92,BRSS92,
books/aw/AbiteboulHV95,conf/dood/Bry89,Bry89,
books/aw/AbiteboulHV95,journals/tods/BancilhonS81,BS81,
books/aw/AbiteboulHV95,journals/cogsci/BrachmanS85,BS85,
books/aw/AbiteboulHV95,journals/tods/BergamaschiS92,BS93,
books/aw/AbiteboulHV95,conf/sigmod/BernsteinST75,BST75,
books/aw/AbiteboulHV95,conf/dbpl/TannenBN91,BTBN92,
books/aw/AbiteboulHV95,conf/icdt/TannenBW92,BTBW92,
books/aw/AbiteboulHV95,...,BV80a,
books/aw/AbiteboulHV95,journals/jacm/BeeriV84,BV80b,
books/aw/AbiteboulHV95,conf/icalp/BeeriV81,BV81a,
books/aw/AbiteboulHV95,conf/adbt/BeeriV79,BV81b,
books/aw/AbiteboulHV95,journals/siamcomp/BeeriV84,BV84a,
books/aw/AbiteboulHV95,journals/iandc/BeeriV84,BV84b,
books/aw/AbiteboulHV95,journals/jacm/BeeriV84,BV84c,
books/aw/AbiteboulHV95,journals/tcs/BeeriV85,BV85,
books/aw/AbiteboulHV95,journals/ibmrd/ChamberlinAEGLMRW76,C+76,
books/aw/AbiteboulHV95,...,Cam92,
books/aw/AbiteboulHV95,journals/iandc/Cardelli88,Car88,
books/aw/AbiteboulHV95,books/mk/Cattell94,Cat94,
books/aw/AbiteboulHV95,conf/sigmod/CacaceCCTZ90,CCCR+90,
books/aw/AbiteboulHV95,conf/vldb/CastilhoCF82,CCF82,
books/aw/AbiteboulHV95,conf/adbt/CasanovaF82,CF84,
books/aw/AbiteboulHV95,conf/focs/CaiFI89,CFI89,
books/aw/AbiteboulHV95,journals/jcss/CasanovaFP84,CFP84,
books/aw/AbiteboulHV95,conf/stoc/CosmadakisGKV88,CGKV88,
books/aw/AbiteboulHV95,conf/dood/CorciuloGP93,CGP93,
books/aw/AbiteboulHV95,books/sp/CeriGT90,CGT90,
books/aw/AbiteboulHV95,conf/focs/ChandraH80,CH80a,
books/aw/AbiteboulHV95,journals/jcss/ChandraH80,CH80b,
books/aw/AbiteboulHV95,journals/jcss/ChandraH82,CH82,
books/aw/AbiteboulHV95,journals/jlp/ChandraH85,CH85,
books/aw/AbiteboulHV95,conf/popl/Chandra81,Cha81a,
books/aw/AbiteboulHV95,conf/adbt/Chang79,Cha81b,
books/aw/AbiteboulHV95,conf/pods/Chandra88,Cha88,
books/aw/AbiteboulHV95,...,Cha94,
books/aw/AbiteboulHV95,journals/tods/Chen76,Che76,
books/aw/AbiteboulHV95,conf/ride/ChenHM94,CHM94,
books/aw/AbiteboulHV95,conf/icde/Chomicki92,Cho92a,
books/aw/AbiteboulHV95,conf/pods/Chomicki92,Cho92b,
books/aw/AbiteboulHV95,...,Cho94,
books/aw/AbiteboulHV95,...,Chu41,
books/aw/AbiteboulHV95,...,CK73,
books/aw/AbiteboulHV95,conf/stoc/CosmadakisK85,CK85,
books/aw/AbiteboulHV95,journals/acr/CosmadakisK86,CK86,
books/aw/AbiteboulHV95,...,CKRP73,
books/aw/AbiteboulHV95,journals/jcss/CosmadakisKS86,CKS86,
books/aw/AbiteboulHV95,journals/jacm/CosmadakisKV90,CKV90,
books/aw/AbiteboulHV95,...,CL73,
books/aw/AbiteboulHV95,conf/pods/CalvaneseL94,CL94,
books/aw/AbiteboulHV95,conf/adbt/Clark77,Cla78,
books/aw/AbiteboulHV95,conf/stoc/ChandraLM81,CLM81,
books/aw/AbiteboulHV95,conf/stoc/ChandraM77,CM77,
books/aw/AbiteboulHV95,conf/pods/ConsensM90,CM90,
books/aw/AbiteboulHV95,conf/sigmod/ConsensM93,CM93a,
books/aw/AbiteboulHV95,conf/icdt/ConsensM90,CM93b,
books/aw/AbiteboulHV95,journals/cacm/Codd70,Cod70,
books/aw/AbiteboulHV95,conf/sigmod/Codd71a,Cod71,
books/aw/AbiteboulHV95,persons/Codd71a,Cod72a,
books/aw/AbiteboulHV95,persons/Codd72,Cod72b,
books/aw/AbiteboulHV95,conf/ifip/Codd74,Cod74,
books/aw/AbiteboulHV95,...,Cod75,
books/aw/AbiteboulHV95,conf/sigmod/Codd79,Cod79,
books/aw/AbiteboulHV95,journals/cacm/Codd82,Cod82,
books/aw/AbiteboulHV95,...,Coh86,
books/aw/AbiteboulHV95,conf/sigmod/Cohen89,Coh89,
books/aw/AbiteboulHV95,journals/cacm/Cohen90,Coh90,
books/aw/AbiteboulHV95,...,Com88,
books/aw/AbiteboulHV95,journals/jcss/Cook74,Coo74,
books/aw/AbiteboulHV95,conf/pods/Cosmadakis83,Cos83,
books/aw/AbiteboulHV95,conf/focs/Cosmadakis87,Cos87,
books/aw/AbiteboulHV95,books/el/leeuwen90/Courcelle90a,Cou90,
books/aw/AbiteboulHV95,journals/jacm/CosmadakisP84,CP84,
books/aw/AbiteboulHV95,conf/edbt/CeriCGLLTZ88,CRG+88,
books/aw/AbiteboulHV95,...,CT48,
books/aw/AbiteboulHV95,conf/vldb/CeriT87,CT87,
books/aw/AbiteboulHV95,conf/vldb/CasanovaTF88,CTF88,
books/aw/AbiteboulHV95,...,CV81,
books/aw/AbiteboulHV95,conf/pods/CasanovaV83,CV83,
books/aw/AbiteboulHV95,journals/siamcomp/ChandraV85,CV85,
books/aw/AbiteboulHV95,conf/pods/ChaudhuriV92,CV92,
books/aw/AbiteboulHV95,conf/pods/ChaudhuriV93,CV93,
books/aw/AbiteboulHV95,conf/pods/ChaudhuriV94,CV94,
books/aw/AbiteboulHV95,journals/csur/CardelliW85,CW85,
books/aw/AbiteboulHV95,conf/pods/ChenW89,CW89a,
books/aw/AbiteboulHV95,conf/pods/CohenW89,CW89b,
books/aw/AbiteboulHV95,conf/vldb/CeriW90,CW90,
books/aw/AbiteboulHV95,conf/vldb/CeriW91,CW91,
books/aw/AbiteboulHV95,conf/iclp/ChenW92,CW92,
books/aw/AbiteboulHV95,conf/vldb/CeriW93,CW93,
books/aw/AbiteboulHV95,...,DA83,
books/aw/AbiteboulHV95,conf/birthday/Dahlhaus87,Dal87,
books/aw/AbiteboulHV95,conf/vldb/Date81,Dat81,
books/aw/AbiteboulHV95,books/aw/Date86,Dat86,
books/aw/AbiteboulHV95,...,Daw93,
books/aw/AbiteboulHV95,conf/dbpl/Dayal89,Day89,
books/aw/AbiteboulHV95,journals/tods/DayalB82,DB82,
books/aw/AbiteboulHV95,journals/ibmrd/DelobelC73,DC72,
books/aw/AbiteboulHV95,conf/icde/DelcambreD89,DD89,
books/aw/AbiteboulHV95,...,Dec86,
books/aw/AbiteboulHV95,journals/tods/Delobel78,Del78,
books/aw/AbiteboulHV95,journals/jacm/Demolombe92,Dem82,
books/aw/AbiteboulHV95,journals/tods/DateF92,DF92,
books/aw/AbiteboulHV95,...,DG79,
books/aw/AbiteboulHV95,conf/vldb/DayalHL91,DHL91,
books/aw/AbiteboulHV95,journals/jacm/Paola69a,DiP69,
books/aw/AbiteboulHV95,conf/caap/DahlhausM86,DM86a,
books/aw/AbiteboulHV95,journals/acr/DAtriM86,DM86b,
books/aw/AbiteboulHV95,journals/iandc/DahlhausM92,DM92,
books/aw/AbiteboulHV95,conf/sigmod/DerrMP93,DMP93,
books/aw/AbiteboulHV95,conf/vldb/MaindrevilleS88,dMS88,
books/aw/AbiteboulHV95,conf/pods/Dong92,Don92,
books/aw/AbiteboulHV95,conf/adbt/BraP82,DP84,
books/aw/AbiteboulHV95,...,dR87,
books/aw/AbiteboulHV95,conf/dbpl/DongS91,DS91,
books/aw/AbiteboulHV95,journals/iandc/DongS95,DS92,
books/aw/AbiteboulHV95,conf/dbpl/DongS93,DS93,
books/aw/AbiteboulHV95,conf/dbpl/DongS93,DST93,
books/aw/AbiteboulHV95,conf/icdt/DongT92,DT92,
books/aw/AbiteboulHV95,conf/vldb/DenninghoffV91,DV91,
books/aw/AbiteboulHV95,conf/pods/DenninghoffV93,DV93,
books/aw/AbiteboulHV95,...,DW85,
books/aw/AbiteboulHV95,...,DW87,
books/aw/AbiteboulHV95,books/acm/kim95/DayalHW95,DW94,
books/aw/AbiteboulHV95,...,EFT84,
books/aw/AbiteboulHV95,conf/pods/EiterGM94,EGM94,
books/aw/AbiteboulHV95,conf/pods/Escobar-MolanoHJ93,EHJ93,
books/aw/AbiteboulHV95,...,Ehr61,
books/aw/AbiteboulHV95,books/el/leeuwen90/Emerson90,Eme91,
books/aw/AbiteboulHV95,books/bc/ElmasriN89,EN89,
books/aw/AbiteboulHV95,...,End72,
books/aw/AbiteboulHV95,conf/icse/Eswaran76,Esw76,
books/aw/AbiteboulHV95,conf/sigmod/EpsteinSW78,ESW79,
books/aw/AbiteboulHV95,...,Fag72,
books/aw/AbiteboulHV95,...,Fag76,
books/aw/AbiteboulHV95,conf/vldb/Fagin77,Fag77a,
books/aw/AbiteboulHV95,journals/tods/Fagin77,Fag77b,
books/aw/AbiteboulHV95,conf/sigmod/Fagin79,Fag79,
books/aw/AbiteboulHV95,journals/tods/Fagin81,Fag81,
books/aw/AbiteboulHV95,journals/ipl/FaginV83,Fag82a,
books/aw/AbiteboulHV95,journals/jacm/Fagin82,Fag82b,
books/aw/AbiteboulHV95,journals/jacm/Fagin83,Fag83,
books/aw/AbiteboulHV95,journals/tcs/Fagin93,Fag93,
books/aw/AbiteboulHV95,books/sp/kimrb85/FurtadoC85,FC85,
books/aw/AbiteboulHV95,...,FHMV94,
books/aw/AbiteboulHV95,journals/jlp/Fitting85a,Fit85,
books/aw/AbiteboulHV95,journals/tcs/FischerJT83,FJT83,
books/aw/AbiteboulHV95,journals/acr/FaginKUV86,FKUV86,
books/aw/AbiteboulHV95,conf/icdt/FernandezM92,FM92,
books/aw/AbiteboulHV95,journals/tods/FaginMU82,FMU82,
books/aw/AbiteboulHV95,conf/vldb/FaloutsosNS91,FNS91,
books/aw/AbiteboulHV95,...,For81,
books/aw/AbiteboulHV95,journals/ai/Forgy82,For82,
books/aw/AbiteboulHV95,...,Fra54,
books/aw/AbiteboulHV95,conf/sigmod/Freytag87,Fre87,
books/aw/AbiteboulHV95,...,Fri71,
books/aw/AbiteboulHV95,journals/siamcomp/FischerT83,FT83,
books/aw/AbiteboulHV95,journals/siamcomp/FaginMUY83,FUMY83,
books/aw/AbiteboulHV95,conf/pods/FaginUV83,FUV83,
books/aw/AbiteboulHV95,conf/icalp/FaginV84,FV86,
books/aw/AbiteboulHV95,...,Fv89,
books/aw/AbiteboulHV95,...,Gal87,
books/aw/AbiteboulHV95,...,Gar70,
books/aw/AbiteboulHV95,...,Gär88,
books/aw/AbiteboulHV95,conf/sigmod/GraefeD87,GD87,
books/aw/AbiteboulHV95,conf/ride/GatziuD94,GD94,
books/aw/AbiteboulHV95,conf/sigmod/GardarinM86,GdM86,
books/aw/AbiteboulHV95,conf/sigmod/GyssensG88,GG88,
books/aw/AbiteboulHV95,journals/tcs/GinsburgH83a,GH83,
books/aw/AbiteboulHV95,journals/jacm/GinsburgH86,GH86,
books/aw/AbiteboulHV95,...,Gin66,
books/aw/AbiteboulHV95,books/bc/tanselCGSS93/Ginsburg93,Gin93,
books/aw/AbiteboulHV95,books/fm/GareyJ79,GJ79,
books/aw/AbiteboulHV95,journals/jacm/GrantJ82,GJ82,
books/aw/AbiteboulHV95,conf/vldb/GehaniJ91,GJ91,
books/aw/AbiteboulHV95,conf/vldb/GhandeharizadehHJCELLTZ93,GHJ+93,
books/aw/AbiteboulHV95,journals/tods/GhandeharizadehHJ96,GHJ94,
books/aw/AbiteboulHV95,conf/vldb/GehaniJS92,GJS92a,
