BOOK_KEY,LAST_MDATE,PUBLTYPE,CDATE,TITLE,BOOKTITLE,PAGES,YEAR,VOLUME,MONTH,URL,CDROM,NOTE,SERIES,SCHOOL
books/daglib/0028848,2012-05-04,,,Combinatorial Pattern Matching Algorithms in Computational Biology Using Perl and R.,,1-352,2009,,,,,,Chapman and Hall / CRC mathematical and computational biology series,
books/daglib/0067380,2011-05-06,,,Programming in Prolog (3. ed.).,,I-XIII 1-281,1987,,,,,,,
books/daglib/0020285,2011-02-15,,,MySQL in a nutshell - a desktop quick reference: covers version 5.1 (2. ed.).,,I-XVI 1-545,2008,,,,,,,
books/daglib/0033749,2014-09-01,,,Forcing with Random Variables and Proof Complexity.,,I-XVI 1-247,2011,382,,,,,London Mathematical Society lecture note series,
books/daglib/0079802,2017-01-11,,,Konfigurierbare Problemlösungsmethoden am Beispiel der Problemklassen - Zuordnung und Diagnostik.,,1-156,1995,86,,,,,DISKI,Julius Maximilians University Würzburg Germany
books/daglib/0029098,2012-06-01,,,Fitness for Geeks - Real Science Great Nutrition and Good Health.,,I-XVIII 1-311,2012,,,,,,,
books/daglib/0001788,2017-01-16,,,Automatische Abstraktion in 3D-Graphiken.,,I-XIV 1-218,2000,232,,,,,DISKI,Saarland University Saarbrücken Germany
books/daglib/0031383,2017-06-14,,,Game Analytics Maximizing the Value of Player Data,,,2013,,,db/books/daglib/0031383.html,,,,
books/daglib/0001349,2011-04-12,,,Numerical linear algebra.,,I-XII 1-361,1997,,,,,,,
books/daglib/0066904,2012-06-27,,,Constraint satisfaction in logic programming.,,I-XXVI 1-224,1989,,,,,,Logic programming,
books/daglib/0030765,2013-03-04,,,Executable UML - A Foundation for Model-Driven Architecture.,,I-XXXIV 1-368,2002,,,,,,Addison Wesley object technology series,
books/daglib/0088195,2011-04-28,,,Steigerung der Performance von Informatikprozessen - Führungsgrößen Leistungsmessung und Effizienz im IT-Bereich.,,I-XII 1-148,1996,,,,,,,
books/daglib/0030674,2017-05-16,,,Modeling Time in Computing.,,I-XVI 1-423,2012,,,,,,Monographs in Theoretical Computer Science. An EATCS Series,
books/daglib/0016239,2011-04-15,,,Models of computation - exploring the power of computing.,,I-XXIII 1-672,1998,,,,,,,
books/daglib/0027988,2011-12-07,,,Head First HTML5 Programming - Building Web Apps with JavaScript: a Brain-Friendly Guide.,,I-XXXIII 1-573,2011,,,,,,,
books/daglib/0028886,2017-06-05,,,Data Mining - Know It All.,,I-XIII 1-460,2008,,,,,,,
books/daglib/0018078,2011-02-17,,,,,,,,,,,,,
books/daglib/0073856,2011-04-29,,,Wie finde ich Literatur zur Mathematik und Informatik - ein Leitfaden zu den Sach- und Literatureauskunftsmitteln für Studenten Dozenten und Praktiker (2. Aufl.).,,1-165,1993,,,,,,Veröffentlichungen des Instituts für Bibliothekswissenschaft und Bibliothekarausbildung der Freien Universität Berlin,
books/daglib/0077352,2011-03-23,,,Software reflected - the socially responsible programming of our computers.,,I-IX 1-192,1982,,,,,,,
books/daglib/0095180,2011-04-28,,,Digital money - the new era of internet commerce.,,I-XVI 1-278,1996,,,,,,,
books/daglib/0082475,2011-04-07,,,Industrieroboter - zur Archälogie der zweiten Schöpfung.,,1-163,1985,,,,,,,
books/daglib/0067031,2011-04-12,,,Functional programming using standard ML.,,I-XVII 1-476,1987,,,,,,Prentice Hall International Series in Computer Science,
books/daglib/0025809,2011-03-15,,,The Facebook Marketing Book.,,I-VII 1-272,2011,,,,,,,
books/daglib/0002177,2011-04-12,,,Computernetze - ein modernes Lehrbuch.,,I-XXII 1-737,2000,,,,,,,
books/daglib/0083236,2017-01-11,,,Modularisierung und Fokussierung erweiterbarer komplexer Wissensbasen auf der Basis von Kompetenzeinheiten.,,1-216,1996,120,,,,,DISKI,Bielefeld University Germany
books/daglib/0090318,2011-08-23,,,Fuzzy rule-based expert systems and genetic machine learning (2. ed.).,,I-XX 1-432,1997,3,,db/series/sfsc/index.html#0090318,,,Studies in Fuzziness and Soft Computing,
books/daglib/0006692,2011-04-12,,,UMTS - Grundlagen Architektur und Standard.,,I-XI 1-292,2002,,,,,,,
books/daglib/0081918,2011-05-03,,,Semiotics of visual language.,,I-XIV 1-255,1990,,,,,,Advances in semiotics,
books/daglib/0024696,2011-08-26,,,Inside Microsoft SQL Server 2008 - T-SQL Querying.,,I-XXIV 1-798,2009,,,,,,,
books/daglib/0018444,2011-10-14,,,Was ist Informatik? - unser Positionspapier.,,1-39,2006,,,,,,,
books/daglib/0024908,2011-04-12,,,Building Problem Solvers.,,I-XIV 1-702,1993,,,,,,,
books/daglib/0034524,2015-02-03,,,Web Protocols and Practice - HTTP/1.1 Networking Protocols Caching and Traffic Measurement.,,I-XXVIII 1-641,2001,,,,,,,
books/daglib/0004613,2011-04-18,,,Computernetzwerke und Internets.,,1-663,2000,,,,,,,
books/daglib/0085494,2011-04-21,,,The web publisher's illustrated quick reference - covers HTML 3.2 and VRML 2.0.,,I-VII 1-258,1997,,,,,,,
books/daglib/0095073,2011-04-26,,,Künstliche neuronale Netze - das Lehrbuch (2. Aufl.).,,1-506,1997,,,,,,,
books/daglib/0074423,2011-04-27,,,Rechnerarchitektur - Analyse Entwurf Implementierung Bewertung.,,,1994,,,,,,Vieweg Lehrbuch Informatik,
books/daglib/0068124,2011-05-03,,,Numerische Algorithmen in Softwaresystemen - unter besonderer Berücksichtigung der NAG-Bibliothek.,,I-XIV 1-394,1990,,,,,,,
books/daglib/0029929,2017-05-16,,,Adaptive Information Processing - An Introductory Survey.,,I-X 1-214,1976,,,,,,Texts and Monographs in Computer Science,
books/daglib/0012288,2011-08-26,,,Learning GNU Emacs - a guide to the world's most extensible customizable editor (3. ed.).,,I-XXII 1-509,2005,,,,,,,
books/daglib/0086098,2011-04-21,,,Kasparov versus Deep Blue - computer chess comes of age.,,I-XIII 1-322,1997,,,,,,,
books/daglib/0032902,2014-02-11,,,Model-Driven Dependability Assessment of Software Systems.,,I-XVI 1-187,2013,,,,,,,
books/daglib/0077158,2011-04-08,,,Perlen der theoretischen Informatik.,,1-332,1995,,,,,,,
books/daglib/0066971,2011-05-05,,,Advances in distributed system reliability.,,I-IX 1-333,1990,,,,,,IEEE Computer Society Press Tutorial,
books/daglib/0031393,2017-05-29,,,Haptic Systems Architecture Modeling.,,I-IX 1-124,2012,,,,,,,
books/daglib/0072175,2011-04-08,,,Logical design of digital computers.,,I-XVI 1-408,1958,,,,,,Digital design and applications,
books/daglib/0028079,2012-02-03,,,Generating Language-Based Environments.,,1-138,1984,,,,,,,
books/daglib/0019747,2011-03-23,,,Windows Vista Annoyances - Tips Secrets and Solutions.,,I-XX 1-641,2007,,,,,,,
books/daglib/0001186,2017-01-12,,,Formal description and development of graphical user interfaces.,,I-III 1-156,1996,,,,,,,Ludwig Maximilian University of Munich Germany
books/daglib/0080027,2011-04-29,,,Asynchronous transfer mode networks - performance issues.,,I-XV 1-260,1994,,,,,,,
books/daglib/0030991,2017-05-16,,,Geometric Probability.,,I-VI 1-174,1978,28,,,,,CBMS-NSF regional conference series in applied mathematics,
books/daglib/0013739,2011-04-15,,,Software-Qualität - testen analysieren und verifizieren von Software.,,I-XV 1-523,2002,,,,,,,
books/daglib/0029554,2012-11-09,,,Risk Management for Computer Security - Protecting Your Network and Information Assets.,,I-XXI 1-274,2005,,,,,,,
books/daglib/0092472,2011-04-21,,,Web publishing with Acrobat/PDF.,,I-XI 1-234,1998,,,,,,,
books/daglib/0067050,2011-04-07,,,Introduction to LISP.,,1-227,1985,,,,,,Ellis Horwood series in computers and their applications,
books/daglib/0006589,2011-04-07,,,Texten fürs Web - Grundlagen und Praxiswissen für Online-Redakteure.,,I-XIII 1-178,2002,,,,,,,
books/daglib/0003901,2011-04-20,,,,,,,,,,,,,
books/daglib/0006786,2011-04-12,,,Perl - pocket reference: programming tools: covers Perl 5.8 (4. ed.).,,I-IV 1-91,2002,,,,,,,
books/daglib/0069830,2011-04-27,,,Kleines Handbuch neuronale Netze - anwendungsorientiertes Wissen zum Lernen und Nachschlagen.,,I-XII 1-252,1993,,,,,,,
books/daglib/0006352,2011-04-07,,,Windows XP in a nutshell - a desktop quick reference: home and professional versions.,,I-XVI 1-616,2002,,,,,,,
books/daglib/0033979,2014-11-05,,,The Pricing and Revenue Management of Services - A strategic approach.,,I-XXII 1-174,2009,36,,,,,Routledge Advances in Management and Business Studies,
books/daglib/0028565,2012-04-14,,,iOS 5 Programming Cookbook - Solutions and Examples for iPhone iPad and iPod touch Apps.,,I-XVII 1-852,2012,,,,,,,
books/daglib/0022920,2011-02-09,,,Erlang Programming - A Concurrent Approach to Software Development.,,I-XXI 1-470,2009,,,,,,,
books/daglib/0069612,2011-04-27,,,Methoden der imperativen Programmierung - mit Beispielen in MODULA-2 und EIFFEL.,,I-X 1-162,1993,,,,,,Leitfäden der angewandten Informatik,
books/daglib/0007417,2011-02-03,,,Building secure servers with Linux - tools and best practices for bastion hosts.,,I-XV 1-430,2003,,,,,,,
books/daglib/0093293,2011-04-28,,,Data quality for the information age.,,I-XXIV 1-303,1996,,,,,,,
books/daglib/0070194,2011-04-27,,,Data compression - techniques and applications: hardware and software considerations (3. ed.).,,I-XI 1-301,1991,,,,,,,
books/daglib/0031866,2013-08-30,,,An Introduction to Computer Graphics for Artists Second Edition.,,I-XXXVI 1-322,2013,,,,,,,
books/daglib/0078640,2011-04-29,,,Objektorientierte Analyse und Design - mit praktischen Anwendungsbeispielen.,,1-693,1994,,,,,,,
books/daglib/0009912,2011-04-14,,,Elliptic curves - a computational approach.,,I-IX 1-367,2003,,,,,,,
books/daglib/0082320,2011-04-29,,,Timing analysis of real-time software.,,I-XIII 1-212,1994,,,,,,,
books/daglib/0098708,2011-04-21,,,Simulation der Ökobilanz - modelltheoretische Analyse ökonomischer und ökologischer Auswirkungen.,,I-XXV 1-244,1999,,,,,,Gabler Edition Wissenschaft,
books/daglib/0077036,2011-04-08,,,Effizienter DB-Einsatz von ADABAS.,,I-XVIII 1-725,1995,,,,,,,
books/daglib/0029045,2017-05-16,,,Design and Testing of Digital Microfluidic Biochips.,,I-XI 1-202,2012,,,,,,,
books/daglib/0008094,2011-04-07,,,Cryptography and network security - principles and practice (3. ed.).,,I-XIV 1-681,2003,,,,,,,
books/daglib/0001977,2011-04-07,,,Computer networking - a top-down approach featuring the internet.,,I-XXIV 1-712,2001,,,,,,,
books/daglib/0013414,2011-04-01,,,Web mapping illustrated - using open source GIS toolkits.,,I-XVI 1-349,2005,,,,,,,
books/daglib/0023790,2017-05-16,,,Service Parts Planning with mySAP SCM - Processes Structures and Functions.,,I-XI 1-296,2007,,,,,,,
books/daglib/0087869,2016-09-30,,,Relativsimulation von Störungen in technischen Systemen.,,I-XIII 1-191,1997,154,,,,,DISKI,
books/daglib/0030812,2017-05-16,,,Applications to Regular and Bang-Bang Control - Second-Order Necessary and Sufficient Optimality Conditions in Calculus of Variations and Optimal Control.,,I-XVIII 1-382,2012,24,,,,,Advances in design and control,
books/daglib/0081971,2011-04-28,,,The essential CORBA - systems integration using distributed objects.,,I-XVI 1-316,1995,,,,,,,
books/daglib/0027229,2011-08-03,,,Eigenvalues of Inhomogeneous Structures - Unusual Closed-Form Solutions.,,I-XIV 1-729,2005,,,,,,,
books/daglib/0011316,2011-02-03,,,Parallel programming - techniques and applications using networked workstations and parallel computers (2. ed.).,,I-XX 1-465,2005,,,,,,,
books/daglib/0001169,2011-04-12,,,Enterprise JavaBeans - covers EJB 1.1 (2. Aufl.).,,I-XVII 1-472,2000,,,,,,,
books/daglib/0087743,2011-04-26,,,Die Sprache des Web - Informationen aufbereiten und präsentieren im Internet (3. Aufl.).,,I-X 1-308,1997,,,,,,,
books/daglib/0029093,2016-04-28,,,Database Design and Relational Theory - Normal Forms and All That Jazz.,,I-XIII 1-260,2012,,,,,,,
books/daglib/0016459,2017-05-16,,,Partielle Differentialgleichungen und numerische Methoden.,,I-XI 1-272,2005,,,,,,,
books/daglib/0030192,2013-01-09,,,Models and Games.,,I-IX 1-367,2011,132,,,,,Cambridge studies in advanced mathematics,
books/daglib/0096915,2011-04-20,,,ASP in a nutshell - a desktop quick reference.,,I-XV 1-407,1999,,,,,,,
books/daglib/0019302,2011-02-09,,,Image processing analysis and and machine vision (3. ed.).,,I-XXV 1-829,2008,,,,,,,
books/daglib/0015243,2017-05-16,,,Constructing correct software (2. ed.).,,I-XXI 1-509,2005,,,,,,,
books/daglib/0032238,2013-12-16,,,Expert Bytes - Computer Expertise in Forensic Documents: Players Needs Resources and Pitfalls.,,I-IX 1-198,2014,,,,,,,
books/daglib/0079800,2017-03-17,,,Paraphrasen - Lösungen für antizipierte Leserprobleme bei der automatischen Textgenerierung.,,1-249,1995,82,,,,,DISKI,University of Duisburg-Essen Germany
books/daglib/0095034,2011-04-21,,,Programmierkurs TURBO-PASCAL - Version 7.0: ein Lehr- und Übungsbuch mit mehr als 220 Programmen (2. Aufl.).,,1-493,1998,,,,,,,
books/daglib/0084045,2017-01-09,,,Datenbanksysteme - Entwicklungsstand Anforderungen und Bedeutung neuerer Konzepte.,,I-XVI 1-430,1994,,,,,,,University of Fribourg Switzerland
books/daglib/0068666,2011-04-07,,,Computersicherheit - eine Einführung.,,1-153,1992,,,,,,,
books/daglib/0015060,2011-04-06,,,Running Linux - a distribution-neutral guide for servers and desktops: revised and expanded (5. ed.).,,I-XVIII 1-951,2005,,,,,,,
books/daglib/0024709,2017-05-16,,,3-D Shape Estimation and Image Restoration - Exploiting Defocus and Motion Blur.,,I-XIV 1-249,2007,,,,,,,
books/daglib/0081751,2014-01-17,,,Boundary value problems and orthogonal expansions - physical problems from a Sobolev viewpoint.,,I-XIX 1-340,1994,,,,,,,
books/daglib/0009153,2011-04-12,,,Linux in a nutshell - a desktop quick reference (4. ed.).,,,,,,,,,,
books/daglib/0030833,2013-04-02,,,The Structure of Values and Norms.,,I-XIII 1-314,2007,,,,,,Cambridge Studies in Probability Induction and Decision Theory,
books/daglib/0021877,2017-05-16,,,Developments in telecommunications - with a focus on SS7 network reliability.,,I-XVII 1-277,2008,,,,,,,
books/daglib/0012508,2011-04-01,,,Jakarta struts cookbook - mastering Jakarta struts solution by solution: covers struts 1.2.,,I-XVI 1-507,2005,,,,,,,
books/daglib/0012069,2011-04-14,,,Bioinformatics biocomputing and Perl - an introduction to bioinformatics computing skills and practice.,,I-XIX 1-485,2004,,,,,,,
books/daglib/0097316,2011-04-20,,,Computernetze und virtuelle Realität - Leben in der Wissensgesellschaft.,,I-VIII 1-300,1999,,,,,,,
books/daglib/0019465,2011-02-09,,,Embedded systems - a contemporary design tool.,,I-XLVI 1-810,2008,,,,,,,
books/daglib/0079819,2011-04-27,,,Innovative Interaktionstechniken in der Visualisierung.,,I-X 1-175,1995,,,,,,Beiträge zur graphischen Datenverarbeitung,
books/daglib/0006652,2011-04-12,,,Perl in a nutshell - covers Perl 5.8: a desktop quick reference (2. ed.).,,I-XX 1-737,2002,,,,,,,
books/daglib/0030284,2012-12-10,,,Async in C# 5.0 - Unleash the Power of Async.,,I-X 1-92,2012,,,,,,,
books/daglib/0010927,2017-04-04,,,Ein Tutoring Prozess Modell für fallbasierte intelligente Tutoring Systeme.,,I-XIX 1-243,2004,281,,,,,DISKI,University of Rostock Germany
books/daglib/0086638,2011-04-21,,,UNIX-Grundlagen - Unix und seine Werkzeuge: Kommandos und Konzepte (3. Aufl.).,,I-IX 1-900,1997,,,,,,,
books/daglib/0025664,2011-04-01,,,Combinatorial Complexity Bounds for Arrangements of Curves and Surfaces (reprint).,,1-49,2010,,,,,,,
books/daglib/0068073,2011-03-23,,,Algorithmen - Entwurf und Analyse.,,I-XIV 1-770,1981,,,,,,,
books/daglib/0003511,2011-04-07,,,MCSE in a nutshell - the Windows 2000 exams.,,I-XVI 1-459,2001,,,,,,,
books/daglib/0016915,2011-04-15,,,Evolutionary and adaptive computing in engineering design.,,I-XVI 1-286,2001,,,,,,,
books/daglib/0007266,2011-04-12,,,Windows XP annoyances - tips secrets and solutions.,,I-XX 1-564,2002,,,,,,,
books/daglib/0007360,2011-04-15,,,Object-oriented software engineering - practical software development using UML and Java.,,I-XIII 1-497,2001,,,,,,,
books/daglib/0018449,2011-03-21,,,Datawarehousing mit SAP BW 7 - BI in SAP NetWeaver 2004s: Architektur Konzeption Implementierung (4. Aufl.).,,I-XXI 1-828,2007,,,,,,,
books/daglib/0077656,2011-04-08,,,The McGraw-Hill illustrated dictionary of personal computers (4. ed.).,,1-568,1995,,,,,,,
books/daglib/0032729,2017-05-16,,,Image Structure.,,1-271,1997,10,,,,,Computational Imaging and Vision,
books/daglib/0012358,2011-04-01,,,Linux server security - tools and best practices for bastion hosts (2. ed.).,,I-XVII 1-522,2005,,,,,,,
books/daglib/0030529,2013-02-19,,,Content Networking - Architecture Protocols and Practice.,,I-XIII 1-358,2005,,,,,,The Morgan Kaufmann series in networking,
books/daglib/0090846,2011-04-26,,,Parallelrechner und parallele Programmierung.,,I-XI 1-375,1997,,,,,,Spektrum Hochschultaschenbuch,
books/daglib/0089960,2011-04-26,,,JavaScript - Einführung Programmierung und Referenz.,,I-XVI 1-478,1997,,,,,,,
books/daglib/0092312,2011-04-21,,,The algorithmic beauty of sea shells (2. ed.).,,I-XI 1-236,1998,,,,,,The virtual laboratory,
books/daglib/0017750,2011-03-21,,,Ajax on Java - the essentials of XMLHttpRequest and XML programming with Java.,,I-XIV 1-211,2007,,,,,,,
books/daglib/0013505,2011-04-01,,,Analyse und Design mit UML 2 - objektorientierte Softwareentwicklung (7. Aufl.).,,1-379,2005,,,,,,,
books/daglib/0067323,2011-04-07,,,ADA - eine Einführung in die Programmiersprache der Softwaretechnik (3. Aufl.).,,I-X 1-341,1991,,,,,,,
books/daglib/0017980,2011-04-20,,,Voting paradoxes and how to deal with them.,,I-X 1-153,1999,,,,,,,
books/daglib/0005549,2011-02-03,,,ABAP Objects - ein Lehr-und Trainingsbuch für die klassische und objektorientierte Programmierung.,,I-XV 1-406,2002,,,,,,,
books/daglib/0008702,2011-04-07,,,Java database best practices - persistence models and techniques for Java database programming.,,I-XVI 1-267,2003,,,,,,,
books/daglib/0070910,2011-04-28,,,The formal semantics of programming languages - an introduction.,,I-XVIII 1-361,1993,,,,,,Foundation of computing series,
books/daglib/0089953,2011-04-26,,,Computer systems design and architecture.,,I-XVII 1-571,1997,,,,,,,
books/daglib/0092428,2012-10-15,,,Paradigms for fast parallel approximability (Reprint from 1997).,,I-VIII 1-158,2009,8,,,,,Cambridge international series on parallel computation,
